position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
te,"Youngstown, Ohio",Ursuline,78,235,4.6,4,,3,Ohio State,Louis Irizarry,2003
ol,"Canandaigua, New York",Academy,78,290,5.2,4,,3,Boston College,Ryan Poles,2003
dt,"River Ridge, Louisiana",John Curtis,78,297,4.8,4,,3,LSU,Carnell Stewart,2003
lb,"Vacaville, California",Vacaville,78,225,4.6,4,,3,USC,Thomas Williams,2003
ol,"Greenwich, Connecticut","",78,270,4.9,4,,3,Notre Dame,John Sullivan,2003
db,"Cleveland, Ohio",Glenville Academic Campus,65,175,4.4,4,,3,Ohio State,Donte Whitner,2003
db,"Lewisville, Texas","",78,200,4.4,4,,3,Oklahoma,Tony Cade,2003
rb,"Ft. Lauderdale, Florida",St. Thomas Aquinas,65,190,4.4,4,,3,Stanford,David Marrero,2003
lb,"Webster, Florida",South Sumter,78,210,4.5,4,,4,Florida,Earl Everett,2003
ol,"Tustin, California",Tustin,78,305,5.2,4,,4,USC,Sam Baker,2003
db,"Palm Bay, Florida","",78,175,4.4,4,,4,Florida,Reggie Nelson,2003
rb,"Fort Worth, Texas",Dunbar,65,185,4.5,4,,4,Wisconsin,Michael Turner,2003
db,"Mesquite, Texas",North Mesquite,65,178,4.3,4,,4,Texas,Tarell Brown,2003
de,"D'Iberville, Mississippi","",78,292,4.9,4,,4,LSU,Sean Merrill,2003
te,"Washington, District of Columbia",Dunbar,78,220,4.5,4,,4,Maryland,Vernon Davis,2003
wr,"Alpharetta, Georgia",Milton,78,165,4.4,4,,4,Georgia,Sean Bailey,2003
ol,"Katy, Texas",Taylor,78,265,4.9,4,,4,Texas,Dallas Griffin,2003
ath,"Birmingham, Alabama",Briarwood Christian,65,220,4.5,4,,,Alabama,Tim Castille,2003
lb,"Jackson, Tennessee",Central Merry,78,230,4.6,4,,4,Tennessee,Daniel Brooks,2003
rb,"Lafayette, Louisiana",Acadiana,78,228,4.5,4,,4,LSU,Alley Broussard,2003
qb,"Lafayette, Indiana",Mccutcheon,78,225,4.7,4,,4,Michigan,Clayton Richard,2003
ol,"Denver, Colorado",Mullen,78,280,5.1,4,,4,Colorado,Brian Daniels,2003
dt,"Duncanville, Texas","",78,305,4.9,4,,4,Oklahoma State,Xavier Lawson-Kennedy,2003
de,"Scottsdale, Arizona",Saguaro,78,255,4.6,4,,4,Arizona State,Kyle Caldwell,2003
k,"Thomasville, Georgia",Thomasville,78,185,4.7,3,,4,Duke,Alexander Feinberg,2003
rb,"Teaneck, New Jersey","",65,221,4.4,3,,4,Maryland,Lance Ball,2003
qb,"Hartland, Wisconsin",Arrowhead,78,185,4.6,4,,4,Wisconsin,Tyler Donovan,2003
rb,"Moorestown, New Jersey","",65,205,4.5,4,,5,Iowa,Albert Young,2003
db,"Long Beach, California",Poly,78,195,4.5,4,,5,Notre Dame,Freddie Parish,2003
dt,"Chino, California",Chino,78,260,4.8,4,,5,USC,Sedrick Ellis,2003
wr,"Chattanooga, Tennessee",Notre Dame,78,210,4.5,4,,5,North Carolina,Adarius Bowman,2003
te,"Tustin, California",Tustin,78,250,4.6,4,,5,USC,Chris Barrett,2003
de,"Alief, Texas",Hastings,78,225,4.6,4,,5,Oklahoma,Alonzo Dotson,2003
ath,"Hahnville, Louisiana",Hahnville,78,185,4.4,4,,,LSU,LaRon Landry,2003
qb,"Wexford, Pennsylvania",Pine-Richland,78,205,5.0,4,,5,Virginia,Kevin McCabe,2003
lb,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,220,4.7,4,,5,Miami (FL),Tavares Gooden,2003
rb,"Pompano Beach, Florida",Blanche Ely,65,210,4.5,4,,5,Miami (FL),Tyrone Moss,2003
de,"Marshall, Michigan","",78,245,4.8,4,,5,Purdue,Doug Van Dyke,2003
k,"River Ridge, Louisiana",John Curtis,78,180,4.6,3,,5,LSU,Chris Jackson,2003
lb,"Reserve, Louisiana",East St. John,78,235,4.5,4,,5,LSU,Kirston Pittman,2003
ol,"Lindale, Texas","",78,265,5.0,3,,5,TCU,Will Oliver,2003
db,"Daytona Beach, Florida",Seabreeze,78,176,4.4,4,,5,Georgia Tech,Kenny Scott,2003
ol,"Lancaster, Pennsylvania",McCaskey,78,330,5.4,4,,5,Penn State,Joel Holler,2003
qb,"Bennetsville, South Carolina",Marlboro County,78,210,4.5,4,,5,South Carolina,Syvelle Newton,2003
rb,"Clymer, New York","",78,235,4.5,3,,5,Michigan State,Jehuu Caulcrick,2003
ol,"Princeton, New Jersey",The Hun School,78,276,4.9,4,,5,Michigan,Jeff Zuttah,2003
dt,"Jacksonville, Florida",Mandarin,78,285,4.7,4,,6,Florida,Marcus Thomas,2003
lb,"Hollywood, Florida",Chaminade,78,212,4.5,4,,6,Miami (FL),Jonathan Beason,2003
rb,"Humble, Texas","",65,230,4.6,3,,6,Texas A&M,Chris Alexander,2003
wr,"Los Angeles, California",Fremont,78,185,4.4,4,,6,Stanford,Mark Bradford,2003
rb,"Williamsport, Pennsylvania",Williamsport,78,185,4.4,4,,6,North Carolina State,Darrell Blackman,2003
de,"Inglewood, California",Inglewood,78,245,4.9,4,,6,USC,Lawrence Jackson,2003
ol,"Anaheim, California",Servite,78,255,4.9,3,,6,USC,Ryan Kalil,2003
ath,"Boca Raton, Florida",Boca Raton,78,170,4.4,4,,,North Carolina State,Jimmie Sutton III,2003
db,"Pittsburgh, Pennsylvania",Woodland Hills,78,200,4.4,4,,6,Michigan,Ryan Mundy,2003
qb,"Mobile, Alabama",Williamson,78,225,4.7,4,,6,LSU,JaMarcus Russell,2003
db,"Tallahassee, Florida",Lincoln,78,200,4.4,4,,6,Florida State,Antonio Cromartie,2003
de,"Long Beach, California",Poly,78,240,4.5,4,,6,UCLA,Junior Lemau'u,2003
te,"State College, Pennsylvania",State College Area,78,245,4.8,4,,6,Virginia,Jonathan Stupar,2003
qb,"Macon, Mississippi",Noxubee County,78,190,4.5,4,,6,Mississippi State,Omarr Conner,2003
ol,"Jackson, Mississippi",Callaway,78,330,5.3,4,,6,Mississippi State,Donovan Davis,2003
lb,"Lewisville, Texas","",78,215,4.5,4,,6,Oklahoma,Demarrio Pleasant,2003
ol,"Tampa, Florida",Jefferson,78,290,5.0,4,,6,Maryland,Donnie Woods,2003
k,"College Station, Texas",A&M Consolidated,65,165,4.7,3,,6,Louisiana Tech,Zach Myatt,2003
rb,"O'Fallon, Missouri",Fort Zumwalt West,78,183,4.4,3,,6,Michigan,Anton Campbell,2003
k,"Winter Park, Florida",Trinity Prep,78,185,4.6,3,,7,Florida,Eric Wilbur,2003
ol,"Jacksonville, Florida",First Coast,78,320,5.2,4,,7,Florida State,Aubrey McPhadden,2003
lb,"Dacula, Georgia","",78,238,4.7,4,,7,Georgia,Desmond Williams,2003
rb,"Stockton, California",Edison,78,195,4.4,4,,7,San Diego State,Lynell Hamilton,2003
dt,"Warrensville Heights, Ohio","",78,260,4.9,4,,7,Ohio State,David Patterson,2003
te,"St. Louis, Missouri",Parkway West,78,254,4.6,4,,7,Michigan,Will Paul,2003
de,"Humble, Texas","",78,250,4.7,4,,7,Texas A&M,Jason Jack,2003
qb,"Waco, Texas","",78,195,4.5,4,,7,Arkansas,Robert Johnson,2003
db,"St. Augustine, Florida",St. Augustine,78,190,4.5,4,,7,Miami (FL),Willie Cooper,2003
wr,"Huntsville, Alabama",Grissom,78,200,4.5,4,,7,Tennessee,Jayson Swain,2003
rb,"El Paso, Texas",Riverside,65,225,4.6,3,,7,LSU,Shawn Jordan,2003
db,"Metairie, Louisiana",Rummel,78,170,4.4,4,,7,LSU,Nick Child,2003
de,"Camden, New Jersey",Wilson,78,235,4.6,4,,7,Tennessee,Claude McBride,2003
ath,"Abilene, Texas","",78,175,4.4,4,,,Oklahoma,Marcus Johnson,2003
lb,"Columbus, Mississippi","",78,210,4.5,4,,7,Memphis,Quinton McCrary,2003
qb,"Radcliff, Kentucky",North Hardin,78,220,4.7,4,,7,Kentucky,Andre Woodson,2003
ol,"Jacksonville, Florida",Andrew Jackson,78,280,4.8,4,,7,Virginia Tech,Tripp Carroll,2003
qb,"Punta Gorda, Florida",Charlotte,78,195,4.7,4,,8,Florida,Justin Midgett,2003
ol,"Union, South Carolina","",78,260,4.8,4,,8,Tennessee,Eric Young,2003
lb,"Klein, Texas","",78,205,4.5,4,,8,Texas,Robert Killebrew,2003
rb,"South Torrance, California",South Torrance,78,210,4.6,4,,8,USC,Chauncey Washington,2003
ol,"Kingwood, Texas","",78,280,5.2,3,,8,Texas A&M,Chris Yoder,2003
lb,"Moss Point, Mississippi","",78,215,4.6,4,,8,Mississippi,Marquis McBeath,2003
te,"Ionia, Michigan","",78,225,4.8,4,,8,Purdue,Garret Bushong,2003
ath,"Chula Vista, California",Bonita Vista,78,185,4.5,4,,,UCLA,Alex Ghebreselassie,2003
db,"Hampton, Virginia",Phoebus,65,185,4.4,4,,8,Virginia,Phillip Brown,2003
rb,"Radnor, Pennsylvania",Archbishop Carroll,78,260,4.6,3,,8,Howard,James Roderick,2003
de,"Sugar Land, Texas",Dulles,78,235,4.7,4,,8,LSU,Tim Washington,2003
wr,"Jacksonville, Florida",First Coast,78,195,4.5,4,,8,LSU,Anthony Hill,2003
de,"Hampton, Virginia",Bethel,78,230,4.7,4,,8,Virginia Tech,Chris Ellis,2003
qb,"Denton, Texas",Ryan,78,195,4.5,4,,8,TCU,James Battle,2003
db,"Hoboken, New Jersey","",65,183,4.5,4,,8,Ohio State,Ira Guilford,2003
db,"Flint, Michigan",Northern High School,78,185,4.4,4,,8,Michigan State,William Cooper,2003
dt,"Berkeley, California",St. Mary's,78,285,5.2,4,,8,California,Leon Drummer,2003
k,"Franklin Lakes, New Jersey",Ramapo,65,180,4.7,3,,8,Syracuse,Rick Krautman,2003
ol,"Jacksonville, Florida",Bolles,78,275,4.9,4,,8,Florida State,John Frady,2003
rb,"Farmington Hills, Michigan",Harrison,65,180,4.4,3,,8,Missouri,Marcus Woods,2003
ol,"Broken Arrow, Oklahoma","",78,310,5.3,4,,9,Oklahoma,Brian Zimpel,2003
de,"Bartow, Florida","",78,225,4.6,4,,9,Florida State,Alex Boston,2003
db,"Duncanville, Texas","",78,170,4.5,4,,9,Texas,Erick Jackson,2003
db,"Austin, Texas",Bowie,78,180,4.5,4,,9,Texas,Michael Griffin,2003
dt,"Sapulpa, Oklahoma","",78,270,4.9,4,,9,Oklahoma,Carl Pendleton,2003
lb,"Hackensack, New Jersey","",78,215,4.6,4,,9,Virginia,Jermaine Dias,2003
ol,"Linwood, New Jersey",Mainland,78,295,5.1,3,,9,Miami (FL),John Rochford,2003
wr,"Swedesboro, New Jersey",Kingsway Regional,65,165,4.3,4,,9,Boston College,Dorien Bryant,2003
rb,"Forestville, Maryland",McNamara,78,225,4.7,3,,9,Connecticut,Harold Stanback,2003
te,"Conway Springs, Kansas","",78,252,4.8,4,,9,Missouri,Josh Barbo,2003
qb,"San Ramon, California",San Ramon Valley,78,210,4.8,4,,9,Arizona State,Sam Keller,2003
de,"Tignall, Georgia",Washington Wilkes,78,265,4.8,4,,9,Georgia,Richard Cook,2003
ol,"Centreville, Mississippi",Centreville Academy,78,325,5.0,4,,9,LSU,Will Arnold,2003
rb,"Mableton, Georgia",Pebblebrook,65,183,4.5,3,,9,Georgia,Thomas Flowers,2003
ath,"Oklahoma City, Oklahoma",Millwood,78,205,4.6,4,,,Oklahoma State,Donovan Woods,2003
k,"Thousand Oaks, California","",78,205,4.6,3,,9,Arizona State,Jesse Ainsworth,2003
rb,"Littleton, Colorado",Chatfield,78,225,4.4,4,,9,USC,LenDale White,2003
lb,"Dayton, Texas","",78,235,4.6,4,,9,Texas A&M,Lamar Mitchell,2003
qb,"Buffalo Grove, Illinois","",78,190,4.4,4,,9,Notre Dame,Tommy Zbikowski,2003
db,"Mesquite, Texas",North Mesquite,78,190,4.4,4,,10,Oklahoma,Darien Williams,2003
lb,"Woodland Hills, California",Taft,78,225,4.5,4,,10,Oregon,Lance Broadus,2003
qb,"Corona, California",Santiago,78,190,4.6,4,,10,Colorado,Bernard Jackson,2003
rb,"Bowie, Maryland",Bowie,78,210,4.5,4,,10,LSU,Barrington Edwards,2003
dt,"Winston-Salem, North Carolina",Carver,78,300,5.0,4,,10,North Carolina,Isaiah Thomas,2003
ol,"Long Beach, California",Poly,78,285,5.0,4,,10,UCLA,Kevin Brown,2003
lb,"Lincoln, Nebraska",Southeast,78,210,4.6,4,,10,Nebraska,Bo Ruud,2003
te,"Columbus, Nebraska",Lakeview High School,78,250,,4,,10,Nebraska,Josh Mueller,2003
rb,"Opelika, Alabama","",78,260,4.7,4,,10,Auburn,Tez Doolittle,2003
rb,"East Cleveland, Ohio",Shaw,78,230,4.7,3,,10,Toledo,Scooter McDougle,2003
de,"Miami, Florida",Carol City,78,230,4.6,4,,10,Miami (FL),Eric Moncur,2003
ath,"Garland, Texas","",65,170,4.4,4,,,Texas,Steve Richardson,2003
wr,"Rocky Mount, North Carolina",Senior,78,175,4.3,4,,10,North Carolina,Mike Mason,2003
db,"Vista, California",Vista,65,177,4.4,4,,10,Michigan,Leon Hall,2003
k,"Ft. Worth, Texas",Christian,78,210,4.8,3,,10,Oklahoma,Cody Freeby,2003
ol,"New Orleans, Louisiana",Brother Martin,78,270,4.9,4,,10,Michigan,Adam Kraus,2003
rb,"Tallahassee, Florida",Rickards,78,195,4.5,3,,10,Louisville,Kolby Smith,2003
qb,"Dublin, Ohio",Coffman,78,215,4.7,4,,10,Notre Dame,Brady Quinn,2003
ol,"Laguna Hills, California",Laguna Hills,78,270,5.0,3,,10,Stanford,Preston Clover,2003
lb,"Lewisville, Texas",Hebron,78,200,4.5,4,,11,Oklahoma,Lewis Baker,2003
ath,"Tolleson, Arizona",Tolleson,78,185,4.5,4,,,Arizona,Marcus Thomas,2003
rb,"Pflugerville, Texas","",78,200,4.4,4,,11,Texas,Erik Hardeman,2003
ol,"Lilburn, Georgia",Parkview,78,280,5.2,4,,11,Georgia,Zeb McKinzey,2003
de,"Richlands, North Carolina","",78,250,4.7,4,,11,North Carolina State,Mario Williams,2003
qb,"LaGrange, Georgia","",78,180,4.7,4,,11,South Carolina,Blake Mitchell,2003
te,"Tampa, Florida",Jefferson,78,220,4.6,3,,11,North Carolina State,Jamesly Jean,2003
db,"Eureka, Missouri",Eureka,78,200,4.5,4,,11,Missouri,Darnell Terrell,2003
de,"Reserve, Louisiana",East St. John,78,220,4.6,4,,11,Miami (FL),Vegas Franklin,2003
dt,"Miami, Florida",Central,78,260,4.8,4,,11,Miami (FL),Bryan Pata,2003
wr,"Mill Creek, Washington",Jackson,78,190,4.5,4,,11,Washington,Craig Chambers,2003
db,"Baltimore, Maryland",Gilman School,78,190,4.4,4,,11,Notre Dame,Ambrose Wooden,2003
qb,"Arlington, Texas",Sam Houston,78,210,4.6,3,,11,Louisiana-Lafayette,Devin Williams,2003
ol,"Sugar Land, Texas",Dulles,78,320,5.5,3,,11,Stephen F. Austin,Tobi Kaiyewu,2003
rb,"Goose Creek, South Carolina",Stratford,65,177,4.4,3,,11,Penn State,Rodney Kinlaw,2003
k,"Bastrop, Louisiana","",65,160,,3,,11,Tulane,Barrett Peppers,2003
ol,"Brentwood, Tennessee","",78,291,5.1,4,,11,Tennessee,Steven Jones,2003
rb,"Athens, Alabama","",78,220,4.5,3,,11,Mississippi State,Jason Jude,2003
lb,"Edmond, Oklahoma",Memorial,78,241,4.6,4,,11,Oklahoma,Dane Zaslaw,2003
de,"Fort Lauderdale, Florida",Dillard,78,245,4.5,4,,12,Auburn,Stanley McClover,2003
rb,"Milford, Ohio","",78,235,4.7,3,,12,Kentucky,Joey Razzano,2003
db,"Tallahassee, Florida",Lincoln,65,172,4.5,4,,12,Oregon,Ryan Gilliam,2003
te,"Austin, Texas",Westlake,78,205,4.7,3,,12,Texas A&M,Joey Thomas,2003
qb,"St. Petersburg, Florida",Lakewood,78,185,4.4,3,,12,Georgia Tech,Patrick Carter,2003
dt,"Taylorsville, Mississippi",Taylorsville,78,287,5.1,4,,12,Auburn,Tim Duckworth,2003
de,"Greenville, Mississippi",Greenville Weston,78,235,4.5,4,,12,Auburn,Quentin Groves,2003
dt,"Carson, California",Carson,78,310,4.9,4,,12,California,Matt Malele,2003
lb,"Chesapeake, Virginia",Western Branch,78,230,4.6,4,,12,Virginia Tech,Vince Hall,2003
lb,"Hampton, Virginia",Phoebus,78,215,4.6,4,,12,Virginia Tech,Xavier Adibi,2003
db,"New Orleans, Louisiana",O. Perry Walker,78,195,4.5,4,,12,LSU,Daryl Johnson,2003
wr,"New Orleans, Louisiana",O. Perry Walker,78,185,4.4,4,,12,LSU,Craig Davis,2003
ol,"Buford, Georgia","",78,255,5.2,4,,12,Georgia,Trey Chandler,2003
k,"Spring, Texas",Westfield,78,185,4.8,3,,12,Nebraska,David Dyches,2003
ol,"Long Beach, California",Poly,78,252,4.9,3,,12,Hawaii,Hercules Satele,2003
ath,"Woodland Hills, California",Taft,78,165,4.4,4,,,California,Noah Smith,2003
rb,"Kennesaw, Georgia",Harrison,78,190,4.4,4,,12,Stanford,Jason Evans,2003
ol,"Agoura, California","",78,270,5.4,4,,12,UCLA,P.J. Irvin,2003
qb,"Atherton, California",Menlo Atherton,78,205,4.8,4,,12,Stanford,T.C. Ostrander,2003
rb,"Camden, Alabama",Wilcox Central,65,185,4.4,3,,12,Alabama,Eric Packer,2003
wr,"Brenham, Texas","",78,203,4.5,4,,13,Texas,Limas Sweed,2003
k,"Greenwood, South Carolina",Greenwood High School,65,190,,3,,13,Clemson,Jad Dean,2003
db,"Thomasville, Alabama","",65,170,4.4,4,,13,Alabama,Chris Felder,2003
ath,"Cameron, Texas",Yoe,78,180,4.4,4,,,Texas,Billy Pittman,2003
lb,"Moreno Valley, California",Canyon Springs,78,229,4.6,4,,13,USC,Drean Rucker,2003
db,"Clearwater, Florida",Central Catholic,78,210,4.5,4,,13,North Carolina State,LeRue Rumph,2003
ol,"Dayton, Ohio",Chaminade-Julienne,78,290,5.3,3,,13,Pittsburgh,Chris Vangas,2003
dt,"Honolulu, Hawaii",St. Louis,78,290,,4,,13,Washington State,Tolifili Liufau,2003
de,"Elizabethton, Tennessee",Elizabethton High School,78,240,4.8,4,,13,Virginia,Vince Redd,2003
dt,"Jacksonville, Florida","",78,295,4.8,4,,13,Florida State,Chris Anderson,2003
ol,"Russellville, Alabama","",78,300,5.0,4,,13,Tennessee,Aaron Sears,2003
lb,"Albany, Georgia",Dougherty,78,210,4.6,4,,13,Georgia,Dana Graydon,2003
te,"Leesville, Louisiana",Leesvile,78,260,4.6,3,,13,LSU,Keith Zinger,2003
ol,"Marietta, Georgia",Mceachern,78,270,5.0,4,,13,Auburn,Jarrod Britt,2003
de,"Ithaca, Michigan","",78,245,4.7,3,,13,Nebraska,Chris Patrick,2003
qb,"Provo, Utah",Timpview,78,225,4.7,4,,13,Arizona State,Michael Affleck,2003
rb,"Bristol, Connecticut",Bristol Central,78,240,4.6,3,,13,Syracuse,Breyone Evans,2003
rb,"Valencia, California",Valencia High,78,180,4.5,3,,13,Oregon State,Charles Burnley,2003
qb,"Jersey City, New Jersey",Saint Peter's Prep,78,202,4.6,3,,13,Nebraska,Joe Dailey,2003
rb,"Long Beach, California",Poly,65,165,4.4,3,,14,Washington State,Lorenzo Bursey,2003
qb,"Baytown, Texas",Tyler Lee,78,170,4.7,4,,14,Iowa,Drew Tate,2003
db,"Klein, Texas","",78,186,4.5,4,,14,Ohio State,Ashton Youboty,2003
de,"Lindale, Georgia",Pepperrell,78,260,4.9,4,,14,Vanderbilt,Marcus Dixon,2003
ol,"Sioux Falls, South Dakota",Washington,78,270,4.9,4,,14,Nebraska,Ryan Schuler,2003
ath,"Miami, Florida",Central,78,185,4.4,4,,,Auburn,Courtney Denson,2003
rb,"Jacksonville, Florida",Mandarin,65,194,4.4,4,,14,North Carolina State,Brian Dennison,2003
ol,"Lewisville, Texas",Hebron,78,300,5.0,4,,14,Virginia,Ian-Yates Cunningham,2003
wr,"Warren, Arkansas",Warren,78,175,4.5,4,,14,Tennessee,Bret Smith,2003
qb,"Phenix City, Alabama",Central,78,196,4.6,3,,14,Auburn,Kelcy Luke,2003
lb,"Thomson, Georgia","",78,230,4.6,4,,14,Georgia,Danny Verdun,2003
de,"Birmingham, Alabama",Wenonah,78,220,4.6,3,,14,Auburn,Lloyd Blevins,2003
k,"Hyattsville, Maryland",DeMatha,78,240,,3,,14,LSU,Patrick Fisher,2003
lb,"Cherry Hill, New Jersey",Camden Catholic,78,225,4.7,4,,14,North Carolina,Joe Kedra,2003
te,"Forest, Virginia",Jefferson Forest,78,260,4.8,3,,14,North Carolina,Jon Hamlett,2003
db,"Cleveland, Ohio",Glenville Academic Campus,78,180,4.4,4,,14,Ohio State,Dareus Hiley,2003
dt,"Provo, Utah",Timpview,78,295,4.9,4,,14,Brigham Young,Brian Soi,2003
ol,"Pearland, Texas","",78,260,4.8,3,,14,Northwestern,Trevor Rees,2003
dt,"Houston, Texas",McAllen Memorial,78,300,5.1,4,,15,Oklahoma State,Brad Girtman,2003
db,"Nashville, Tennessee",Hillsboro,78,185,4.5,4,,15,Colorado,Chris Russell,2003
qb,"Stone Mountain, Georgia",Stephenson,78,185,4.5,3,,15,Georgia Tech,Reggie Ball,2003
ol,"Jacksonville, Florida",Mandarin,78,315,5.4,4,,15,Mississippi State,David Price,2003
wr,"Quincy, Florida",Shanks,78,185,4.5,4,,15,Florida State,DeCody Fagg,2003
k,"Milwaukie, Oregon",Clackamas,65,170,4.8,3,,15,Portland State,Eric Azorr,2003
lb,"Washington, District of Columbia",Gonzaga,78,233,4.6,4,,15,North Carolina,Kory Gedin,2003
db,"Fresno, California",Edison,65,180,4.5,4,,15,Colorado,Lorenzo Sims,2003
de,"Nashville, North Carolina",Northern Nash,78,215,4.6,3,,15,North Carolina State,Chad Green,2003
rb,"Tallahassee, Florida",Godby,78,220,4.5,3,,15,North Carolina State,Reggie Davis,2003
rb,"Saginaw, Michigan",Saginaw,78,195,4.5,4,,15,Michigan,Jerome Jackson,2003
lb,"Van Nuys, California",Montclair College Prep,78,215,4.6,4,,15,Washington,Rob Lewis,2003
te,"Hinsdale, Illinois",Hinsdale Central,78,240,4.8,3,,15,Boston College,Trey Koziol,2003
de,"Wilmington, North Carolina",Laney,78,255,4.9,4,,15,North Carolina,Marcus Hands,2003
ath,"Cerritos, California",Cerritos,65,180,4.5,3,,,California,Kenneth Frank,2003
ol,"West Point, Mississippi","",78,285,5.0,3,,15,Mississippi,Thomas Eckers,2003
qb,"San Diego, California",St. Augustine,78,205,4.7,4,,15,Arizona,Richard Kovalcheck,2003
