gid,abbr,name,lat,lon
1704,HI,Kukuihaele,+20.1213260,-155.5625178
1705,HI,Paukaa,+19.7614421,-155.0949120
1706,HI,Mountain View,+19.5269115,-155.1836519
1733,HI,Kalaeloa,+21.3214368,-158.0812056
1710,HI,Eleele,+21.9064803,-159.5823385
1712,HI,Hanamaulu,+21.9967699,-159.3469676
1713,HI,Hanapepe,+21.9131874,-159.5882012
1714,HI,Kalaheo,+21.9185591,-159.5187329
1715,HI,Kalihiwai,+22.2175808,-159.4491692
1716,HI,Kapaa,+22.0882226,-159.3519196
1717,HI,Kaumakani,+21.9177648,-159.6272685
1718,HI,Kekaha,+21.9675304,-159.7144699
1719,HI,Kilauea,+22.2118025,-159.4000954
1720,HI,Koloa,+21.9029600,-159.4610751
1721,HI,Lawai,+21.9198905,-159.5006761
1722,HI,Lihue,+21.9713376,-159.3529714
1723,HI,Omao,+21.9365768,-159.4857323
1724,HI,Pakala Village,+21.9504908,-159.6394893
1725,HI,Poipu,+21.8915378,-159.4590865
1726,HI,Princeville,+22.2196813,-159.4814450
1727,HI,Puhi,+21.9615822,-159.3917241
1728,HI,Wailua,+22.0542298,-159.3389394
1729,HI,Wailua Homesteads,+22.0691648,-159.3814014
1730,HI,Waimea,+21.9664955,-159.6693882
1731,HI,Haena,+22.2185041,-159.5610953
1734,HI,Mililani Mauka,+21.4756312,-157.9947459
1732,HI,Wainiha,+22.1921394,-159.5467459
1735,HI,Waikele,+21.4025524,-158.0058055
1737,HI,Kapolei,+21.3403104,-158.0664699
1736,HI,Ko Olina,+21.3378064,-158.1186349
1752,HI,Wahiawa,+21.4998462,-158.0195961
1738,HI,West Loch Estate,+21.3612640,-158.0245275
1739,HI,Ocean Pointe,+21.3151459,-158.0267389
1740,HI,Whitmore Village,+21.5122833,-158.0339152
1741,HI,East Honolulu,+21.2884866,-157.7178883
1777,HI,Ewa Villages,+21.3417644,-158.0389211
1742,HI,Wheeler AFB,+21.4755503,-158.0352082
1743,HI,Waipio Acres,+21.4688582,-158.0173138
1744,HI,Waipio,+21.4143235,-157.9965542
1745,HI,Waipahu,+21.3856889,-158.0103079
1746,HI,Waimanalo Beach,+21.3299340,-157.6939743
1747,HI,Waimanalo,+21.3413752,-157.7327418
1748,HI,Waimalu,+21.3895083,-157.9333671
1749,HI,Waikane,+21.4896313,-157.8643254
1750,HI,Waianae,+21.4516268,-158.1823574
1751,HI,Waialua,+21.5674450,-158.1205249
1753,HI,Royal Kunia,+21.4052391,-158.0317956
1778,HI,Ewa Gentry,+21.3342935,-158.0259733
1754,HI,Schofield Barracks,+21.4934481,-158.0622251
1755,HI,Pupukea,+21.6521933,-158.0578762
1756,HI,Punaluu,+21.5818850,-157.8895663
1757,HI,Pearl City,+21.4026091,-157.9569068
1758,HI,Nanakuli,+21.3898512,-158.1549752
1759,HI,Mokuleia,+21.5774290,-158.1588590
1760,HI,Mililani Town,+21.4460258,-158.0141505
1761,HI,Maunawili,+21.3667750,-157.7713364
1762,HI,Makakilo,+21.3590076,-158.0812292
1763,HI,Makaha Valley,+21.4855664,-158.1870069
1764,HI,Makaha,+21.4676746,-158.2163893
1765,HI,Maili,+21.4143905,-158.1748325
1779,HI,Ewa Beach,+21.3127403,-158.0061138
1766,HI,Laie,+21.6455445,-157.9228554
1767,HI,Kawela Bay,+21.7000630,-158.0062726
1768,HI,Kaneohe Station,+21.4454481,-157.7514138
1769,HI,Kaneohe,+21.4092287,-157.7893116
1770,HI,Kailua,+21.3967830,-157.7357987
1780,HI,Iroquois Point,+21.3220579,-157.9783821
1781,HI,Urban Honolulu,+21.3258516,-157.8453146
1771,HI,Kahuku,+21.6806790,-157.9417830
1795,HI,Discovery Harbour,+19.0415042,-155.6254122
1796,HI,Honalo,+19.5787407,-155.9019756
1772,HI,Kahaluu,+21.4563629,-157.8421377
1773,HI,Kaaawa,+21.5431439,-157.8504790
1800,HI,Hawaiian Acres,+19.5324583,-155.0497058
1801,HI,Kalaoa,+19.7572334,-156.0011399
1774,HI,Hauula,+21.6067679,-157.9045291
1775,HI,Haleiwa,+21.5900587,-158.1086475
1776,HI,Halawa,+21.3753246,-157.9185450
1782,HI,Hickam Housing,+21.3305739,-157.9541466
1783,HI,Heeia,+21.4207960,-157.8210868
1784,HI,Aiea,+21.3852618,-157.9247497
1785,HI,Ahuimanu,+21.4378905,-157.8403300
1823,HI,Maunaloa,+21.1336342,-157.2122128
1824,HI,Makawao,+20.8483924,-156.3188149
1825,HI,Maalaea,+20.8023360,-156.4953490
1786,HI,Pahala,+19.1994326,-155.4792905
1787,HI,Papaikou,+19.7915375,-155.0937513
1788,HI,Hawaiian Beaches,+19.5343562,-154.9400193
1826,HI,Lanai City,+20.8279221,-156.9151808
1827,HI,Lahaina,+20.8860478,-156.6661947
1828,HI,Kualapuu,+21.1550394,-157.0642435
1829,HI,Kihei,+20.7660871,-156.4352138
1830,HI,Kaunakakai,+21.0894404,-157.0004599
1831,HI,Kapalua,+20.9964180,-156.6447630
1832,HI,Kahului,+20.8716785,-156.4613562
1789,HI,Kurtistown,+19.5833231,-155.0721244
1790,HI,Hawaiian Paradise Park,+19.5872809,-154.9730692
1791,HI,Volcano,+19.4779623,-155.2520685
1792,HI,Waikoloa Village,+19.9281812,-155.8231581
1793,HI,Kapaau,+20.2239789,-155.8082541
1794,HI,Nanawale Estates,+19.5042442,-154.9116918
1797,HI,Hawaiian Ocean View,+19.0967858,-155.7746505
1798,HI,Orchidlands Estates,+19.5569758,-155.0142238
1799,HI,Naalehu,+19.0698267,-155.5750976
1802,HI,Hawi,+20.2396980,-155.8305674
1803,HI,Ainaloa,+19.5214550,-154.9943890
1804,HI,Puako,+19.9426824,-155.8649675
1805,HI,Honomu,+19.8701004,-155.1099303
1806,HI,Keaau,+19.6155669,-155.0372070
1807,HI,Wailea,+20.6823518,-156.4353230
1808,HI,Ualapu'e,+21.0723830,-156.8349615
1809,HI,Manele,+20.7419747,-156.9011691
1810,HI,Mahinahina,+20.9546343,-156.6572729
1811,HI,Launiupoko,+20.8543520,-156.6424904
1812,HI,Olowalu,+20.8276767,-156.6192600
1813,HI,Makena,+20.6240416,-156.4286218
1814,HI,Keokea,+20.7210339,-156.3624445
1815,HI,Olinda,+20.8278161,-156.2916431
1816,HI,Kula,+20.7680604,-156.3345409
1817,HI,Wailuku,+20.8854670,-156.5036271
1818,HI,Waikapu,+20.8361563,-156.5313605
1819,HI,Waihee-Waiehu,+20.9230703,-156.5071988
1820,HI,Pukalani,+20.8340423,-156.3425474
1821,HI,Paia,+20.9090065,-156.3692540
1822,HI,Napili-Honokowai,+20.9732912,-156.6650507
1833,HI,Kaanapali,+20.9311459,-156.6860357
1834,HI,Hana,+20.7739747,-156.0142581
1835,HI,Haliimaile,+20.8628690,-156.3284411
1836,HI,Haiku-Pauwela,+20.9208738,-156.3018730
13174,IA,Ames,+42.0254944,-093.6275937
13175,IA,Cambridge,+41.8992979,-093.5322667
13176,IA,Collins,+41.9020943,-093.3065905
13179,IA,Huxley,+41.8961237,-093.5911356
13180,IA,Kelley,+41.9508067,-093.6654994
13181,IA,McCallsburg,+42.1652847,-093.3907539
13182,IA,Maxwell,+41.8913842,-093.3959877
13199,IA,Delaware,+42.4720885,-091.3411373
13183,IA,Nevada,+42.0182070,-093.4607720
13184,IA,Roland,+42.1664636,-093.5027373
13185,IA,Slater,+41.8791360,-093.6856904
13186,IA,Story City,+42.1857434,-093.5868854
13190,IA,Lake City,+42.2676372,-094.7310462
13191,IA,Lohrville,+42.2671724,-094.5515983
13192,IA,Manson,+42.5283850,-094.5401545
13193,IA,Pomeroy,+42.5519507,-094.6778205
13194,IA,Rinard,+42.3396126,-094.4849296
13195,IA,Rockwell City,+42.3981632,-094.6288791
13196,IA,Somers,+42.3787133,-094.4309564
13197,IA,Yetter,+42.3161299,-094.8431664
13201,IA,Denver,+42.6695456,-092.3333261
13202,IA,Dundee,+42.5798506,-091.5461458
13203,IA,Earlville,+42.4827545,-091.2701068
13204,IA,Edgewood,+42.6442346,-091.4017341
13205,IA,Greeley,+42.5850577,-091.3415450
13209,IA,Ryan,+42.3524085,-091.4851389
13206,IA,Hopkinton,+42.3431217,-091.2486613
13210,IA,Frederika,+42.8834069,-092.3061681
13211,IA,Plainfield,+42.8445248,-092.5358995
13212,IA,Readlyn,+42.7037692,-092.2250220
13207,IA,Manchester,+42.4853503,-091.4548558
13208,IA,Masonville,+42.4798479,-091.5915017
13214,IA,Waverly,+42.7252555,-092.4697076
13215,IA,Durant,+41.6017283,-090.9116599
13216,IA,Tabor,+40.8949386,-095.6737118
13217,IA,Emerson,+41.0180440,-095.4027422
13218,IA,Glenwood,+41.0446902,-095.7406125
13219,IA,Hastings,+41.0250884,-095.4948278
13220,IA,Henderson,+41.1399871,-095.4309742
13221,IA,Malvern,+41.0075617,-095.5856662
13222,IA,Pacific Junction,+41.0179888,-095.7995623
13223,IA,Silver City,+41.1113884,-095.6378733
13237,IA,Massena,+41.2506436,-094.7698202
12728,IA,Delmar,+41.9988010,-090.6079678
12732,IA,Lost Nation,+41.9665988,-090.8167169
12733,IA,Low Moor,+41.8023436,-090.3542134
12735,IA,Toronto,+41.9028893,-090.8627573
13177,IA,Colo,+42.0144818,-093.3185991
13178,IA,Gilbert,+42.1078847,-093.6467641
13187,IA,Zearing,+42.1589252,-093.2971817
13188,IA,Jolley,+42.4794482,-094.7182601
12825,IA,Elma,+43.2458725,-092.4393341
12827,IA,Riceville,+43.3624761,-092.5533078
12828,IA,Churdan,+42.1530501,-094.4794154
12623,IA,Harlan,+41.6495142,-095.3268613
13224,IA,Wilton,+41.5891092,-091.0254813
13225,IA,Bennett,+41.7398285,-090.9738424
13226,IA,Clarence,+41.8858880,-091.0570439
13227,IA,Lowden,+41.8591012,-090.9236974
13228,IA,Mechanicsville,+41.9055927,-091.2532717
13229,IA,Stanwood,+41.8930402,-091.1487705
13465,IA,East Peru,+41.2270334,-093.9295169
13230,IA,Tipton,+41.7697900,-091.1283724
13231,IA,Anita,+41.4439076,-094.7656366
13232,IA,Atlantic,+41.3928872,-095.0219732
13233,IA,Cumberland,+41.2730878,-094.8706704
13234,IA,Griswold,+41.2342965,-095.1392780
13235,IA,Lewis,+41.3064932,-095.0842835
13236,IA,Marne,+41.4489055,-095.1107615
13238,IA,Wiota,+41.4010310,-094.8874566
13239,IA,Chelsea,+41.9204987,-092.3945143
13240,IA,Clutier,+42.0793293,-092.4036082
13241,IA,Dysart,+42.1721008,-092.3090956
13242,IA,Elberon,+42.0054947,-092.3161149
13243,IA,Garwin,+42.0934588,-092.6790893
13260,IA,Ollie,+41.1991477,-092.0923057
13244,IA,Gladbrook,+42.1860667,-092.7150959
13245,IA,Lincoln,+42.2634641,-092.6913872
13246,IA,Montour,+41.9802607,-092.7149938
13247,IA,Tama,+41.9630806,-092.5737797
13248,IA,Toledo,+41.9902126,-092.5803171
13249,IA,Traer,+42.1907349,-092.4641600
13250,IA,Vining,+41.9909830,-092.3875202
13251,IA,Delta,+41.3225875,-092.3304212
13252,IA,Gibson,+41.4802360,-092.3920455
13253,IA,Harper,+41.3636709,-092.0509513
13254,IA,Hayesville,+41.2647098,-092.2476997
13255,IA,Hedrick,+41.1711632,-092.3079494
13256,IA,Keota,+41.3654988,-091.9554345
13257,IA,Keswick,+41.4546645,-092.2382166
13258,IA,Kinross,+41.4588771,-091.9873035
13259,IA,Martinsburg,+41.1786663,-092.2519181
13302,IA,Bronson,+42.4090069,-096.2113577
13261,IA,Richland,+41.1857093,-091.9960251
13262,IA,Sigourney,+41.3340974,-092.2045420
13263,IA,South English,+41.4520828,-092.0905120
13264,IA,Thornburg,+41.4553947,-092.3327614
13265,IA,Webster,+41.4378773,-092.1715156
13266,IA,What Cheer,+41.4003477,-092.3570878
13267,IA,Graettinger,+43.2370705,-094.7504244
13268,IA,Mallard,+42.9393895,-094.6831595
13269,IA,Rodman,+43.0265898,-094.5271834
13270,IA,Ruthven,+43.1300915,-094.8984502
13271,IA,West Bend,+42.9599406,-094.4456755
13272,IA,Ayrshire,+43.0395515,-094.8335229
13273,IA,Curlew,+42.9795273,-094.7377342
13274,IA,Cylinder,+43.0895847,-094.5513620
13275,IA,Emmetsburg,+43.1147976,-094.6795790
13276,IA,Chariton,+41.0175743,-093.3094479
13310,IA,Pierson,+42.5428025,-095.8652762
13277,IA,Derby,+40.9303355,-093.4564833
13278,IA,Lucas,+41.0324102,-093.4616006
13279,IA,Russell,+40.9804070,-093.2011291
13280,IA,Williamson,+41.0882414,-093.2568821
13281,IA,Archer,+43.1151043,-095.7440995
13282,IA,Calumet,+42.9449607,-095.5515151
13283,IA,Hartley,+43.1790471,-095.4767498
13153,IA,Buck Grove,+41.9178252,-095.3951051
13284,IA,Paullina,+42.9796317,-095.6840248
13285,IA,Primghar,+43.0863786,-095.6209033
13286,IA,Sanborn,+43.1813702,-095.6552565
13287,IA,Sheldon,+43.1795491,-095.8451684
13356,IA,Lu Verne,+42.9092280,-094.0836270
13288,IA,Sutherland,+42.9728305,-095.4950351
13289,IA,Algona,+43.0739786,-094.2299264
13290,IA,Bancroft,+43.2926202,-094.2173669
13291,IA,Burt,+43.1989094,-094.2210539
13292,IA,Fenton,+43.2181568,-094.4279672
13293,IA,Lakota,+43.3786515,-094.0963164
13294,IA,Ledyard,+43.4205973,-094.1585892
13295,IA,Lone Rock,+43.2208068,-094.3254999
13296,IA,Swea City,+43.3832999,-094.3109198
13297,IA,Titonka,+43.2368171,-094.0413771
13298,IA,Wesley,+43.0886723,-093.9936855
13299,IA,Whittemore,+43.0633908,-094.4250537
13300,IA,Sioux City,+42.4956682,-096.3905253
13301,IA,Anthon,+42.3881340,-095.8656328
13303,IA,Correctionville,+42.4771854,-095.7830201
13304,IA,Cushing,+42.4649690,-095.6757030
13305,IA,Danbury,+42.2364321,-095.7215908
13306,IA,Hornick,+42.2309232,-096.0965963
13307,IA,Lawton,+42.4769167,-096.1851091
13308,IA,Moville,+42.4894252,-096.0679065
13309,IA,Oto,+42.2820806,-095.8945486
13357,IA,Bode,+42.8680268,-094.2862417
13311,IA,Salix,+42.3078763,-096.2921207
13312,IA,Sergeant Bluff,+42.3995129,-096.3550456
13313,IA,Sloan,+42.2324747,-096.2257199
13314,IA,Murray,+41.0413551,-093.9488848
13315,IA,Osceola,+41.0300200,-093.7796381
13316,IA,Woodburn,+41.0108727,-093.5962853
13317,IA,Belmond,+42.8465731,-093.6084507
13358,IA,Bradgate,+42.8029971,-094.4205618
13189,IA,Knierim,+42.4561396,-094.4559372
12991,IA,Clarksville,+42.7792376,-092.6684083
13318,IA,Clarion,+42.7322132,-093.7293595
13319,IA,Eagle Grove,+42.6667189,-093.9026087
13320,IA,Galt,+42.6929830,-093.6051275
13321,IA,Goldfield,+42.7356413,-093.9181907
13322,IA,Rowan,+42.7391166,-093.5504173
13323,IA,Woolstock,+42.5647756,-093.8432601
13324,IA,Gilmore City,+42.7269003,-094.4369127
13325,IA,Fonda,+42.5816959,-094.8459417
13326,IA,Havelock,+42.8331094,-094.7008548
13327,IA,Laurens,+42.8477466,-094.8482952
13328,IA,Palmer,+42.6298620,-094.5984729
13329,IA,Plover,+42.8767119,-094.6222266
13367,IA,Thor,+42.6881158,-094.0495691
13330,IA,Pocahontas,+42.7371359,-094.6661307
13331,IA,Rolfe,+42.8131975,-094.5318550
13332,IA,Varina,+42.6581175,-094.8976675
13333,IA,Shannon City,+40.8987508,-094.2636510
13334,IA,Afton,+41.0276181,-094.1953729
13335,IA,Arispe,+40.9463021,-094.2192593
13376,IA,Farragut,+40.7200067,-095.4806851
13427,IA,Schaller,+42.4965314,-095.2962713
13336,IA,Creston,+41.0603294,-094.3653183
13337,IA,Cromwell,+41.0403126,-094.4617367
13338,IA,Lorimor,+41.1266756,-094.0570493
13339,IA,Thayer,+41.0289672,-094.0497355
13340,IA,Arthur,+42.3353614,-095.3469405
13341,IA,Battle Creek,+42.3168555,-095.6002651
13342,IA,Galva,+42.5059145,-095.4177424
13388,IA,Walker,+42.2875446,-091.7814794
13343,IA,Holstein,+42.4883358,-095.5428820
13344,IA,Ida Grove,+42.3442480,-095.4733674
13345,IA,Brooklyn,+41.7313469,-092.4453281
13346,IA,Deep River,+41.5811789,-092.3732274
13354,IA,Bertram,+41.9511332,-091.5376397
13347,IA,Grinnell,+41.7381542,-092.7249154
13348,IA,Guernsey,+41.6491514,-092.3430868
13349,IA,Hartwick,+41.7861464,-092.3453557
13350,IA,Malcom,+41.7075959,-092.5574629
13351,IA,Montezuma,+41.5829907,-092.5278278
13352,IA,Searsboro,+41.5792083,-092.7042765
13353,IA,Alburnett,+42.1488645,-091.6217843
13355,IA,Cedar Rapids,+41.9670481,-091.6777599
13359,IA,Dakota City,+42.7238304,-094.1971199
13360,IA,Hardy,+42.8101495,-094.0511446
13361,IA,Humboldt,+42.7229277,-094.2250199
13362,IA,Livermore,+42.8680308,-094.1840415
13363,IA,Ottosen,+42.8980883,-094.3755468
13364,IA,Pioneer,+42.6535255,-094.3908921
13365,IA,Renwick,+42.8269156,-093.9813336
13366,IA,Rutland,+42.7614337,-094.2951894
13368,IA,Shenandoah,+40.7583011,-095.3720580
13369,IA,Center Point,+42.1842999,-091.7794358
13389,IA,Thurman,+40.8202235,-095.7488095
13390,IA,Coburg,+40.9187888,-095.2655524
13391,IA,Elliott,+41.1493673,-095.1628646
13370,IA,Central City,+42.2034948,-091.5239515
13371,IA,Coggon,+42.2778076,-091.5298649
13372,IA,Ely,+41.8797335,-091.5871984
13392,IA,Grant,+41.1423631,-094.9853660
13401,IA,Peterson,+42.9184171,-095.3416748
13373,IA,Fairfax,+41.9219159,-091.7754312
13374,IA,Hiawatha,+42.0510240,-091.6889792
13375,IA,Lisbon,+41.9205320,-091.3916616
13377,IA,Hamburg,+40.6060875,-095.6550185
13378,IA,Imogene,+40.8790395,-095.4275290
13379,IA,Randolph,+40.8734345,-095.5647251
13380,IA,Riverton,+40.6868181,-095.5686127
13381,IA,Sidney,+40.7459492,-095.6442994
13382,IA,Marion,+42.0445960,-091.5861600
13383,IA,Mount Vernon,+41.9236498,-091.4237629
13402,IA,Rossie,+43.0136512,-095.1885659
13384,IA,Palo,+42.0628087,-091.7982349
13385,IA,Prairieburg,+42.2377349,-091.4258360
13386,IA,Robins,+42.0787449,-091.6739692
13387,IA,Springville,+42.0524410,-091.4473075
13393,IA,Red Oak,+41.0141297,-095.2243711
13394,IA,Stanton,+40.9810144,-095.1029512
13395,IA,Villisca,+40.9298270,-094.9819239
13396,IA,Dickens,+43.1338273,-095.0221918
13397,IA,Everly,+43.1651304,-095.3175332
13398,IA,Fostoria,+43.2418366,-095.1557794
13399,IA,Gillett Grove,+43.0157049,-095.0362820
13400,IA,Greenville,+43.0169133,-095.1462745
13403,IA,Royal,+43.0643541,-095.2838060
13404,IA,Spencer,+43.1470247,-095.1526906
13405,IA,Webb,+42.9497716,-095.0130162
13406,IA,Smithland,+42.2289603,-095.9311713
13415,IA,Wyoming,+42.0597211,-091.0051095
13425,IA,Odebolt,+42.3117930,-095.2542344
13426,IA,Sac City,+42.4220423,-094.9974366
13407,IA,Anamosa,+42.1100002,-091.2754761
13408,IA,Center Junction,+42.1157729,-091.0903661
13409,IA,Martelle,+42.0204441,-091.3577643
13410,IA,Monticello,+42.2309242,-091.1839145
13411,IA,Morley,+42.0060280,-091.2458720
13412,IA,Olin,+41.9974734,-091.1412424
13413,IA,Onslow,+42.1073056,-091.0152552
13414,IA,Oxford Junction,+41.9837234,-090.9540971
13435,IA,Hepburn,+40.8476568,-095.0166861
13416,IA,Bloomfield,+40.7491075,-092.4170314
13417,IA,Drakesville,+40.7984046,-092.4813920
13418,IA,Floris,+40.8639326,-092.3322763
13419,IA,Pulaski,+40.6911581,-092.2760607
13420,IA,Lytton,+42.4233029,-094.8604989
13421,IA,Auburn,+42.2495689,-094.8777258
13422,IA,Early,+42.4614269,-095.1523761
13423,IA,Lake View,+42.3019955,-095.0357608
13424,IA,Nemaha,+42.5149523,-095.0888605
13428,IA,Wall Lake,+42.2671852,-095.0927785
13429,IA,Blanchard,+40.5807927,-095.2214518
13430,IA,Braddyville,+40.5806312,-095.0311862
13431,IA,Clarinda,+40.7377064,-095.0341626
13432,IA,Coin,+40.6560631,-095.2348733
13433,IA,College Springs,+40.6212899,-095.1211184
13434,IA,Essex,+40.8326791,-095.3038068
13436,IA,Northboro,+40.6080172,-095.2936381
13437,IA,Shambaugh,+40.6574752,-095.0352465
13438,IA,Yorktown,+40.7353688,-095.1543964
13439,IA,Adel,+41.6104809,-094.0239295
13440,IA,Bouton,+41.8513145,-094.0104146
13441,IA,Dallas Center,+41.6867876,-093.9842900
13442,IA,Dawson,+41.8423806,-094.2208745
13449,IA,Carbon,+41.0496610,-094.8240034
13443,IA,De Soto,+41.5361783,-094.0098636
13444,IA,Dexter,+41.5179066,-094.2110119
13445,IA,Linden,+41.6426419,-094.2698851
13446,IA,Minburn,+41.7578424,-094.0283608
13447,IA,Perry,+41.8410444,-094.0976261
13448,IA,Redfield,+41.5906044,-094.1961119
13450,IA,Corning,+40.9927938,-094.7397219
13451,IA,Nodaway,+40.9365490,-094.8953833
13452,IA,Van Meter,+41.5245385,-093.9514011
13454,IA,Woodward,+41.8417023,-093.9221797
13453,IA,Waukee,+41.6018392,-093.8688248
13463,IA,Stockport,+40.8572857,-091.8333605
13455,IA,Prescott,+41.0238036,-094.6129796
13456,IA,Birmingham,+40.8775409,-091.9479092
13457,IA,Bonaparte,+40.7011739,-091.8005215
13458,IA,Cantril,+40.6428412,-092.0684662
13464,IA,Earlham,+41.4944824,-094.1222512
13459,IA,Farmington,+40.6388536,-091.7390135
13460,IA,Keosauqua,+40.7346399,-091.9603053
13461,IA,Milton,+40.6713190,-092.1625670
13462,IA,Mount Sterling,+40.6181042,-091.9367380
13466,IA,Macksburg,+41.2146957,-094.1850673
13467,IA,Patterson,+41.3483089,-093.8805203
13468,IA,St. Charles,+41.2880818,-093.8074924
13469,IA,Truro,+41.2097693,-093.8466722
13473,IA,Mapleton,+42.1670853,-095.7904758
13474,IA,Moorhead,+41.9243406,-095.8507150
13479,IA,Ute,+42.0499537,-095.7058299
13470,IA,Winterset,+41.3497220,-094.0181766
13471,IA,Blencoe,+41.9303414,-096.0821104
13472,IA,Castana,+42.0730933,-095.9103983
13475,IA,Onawa,+42.0267583,-096.0905048
13476,IA,Rodney,+42.2047574,-095.9507042
13477,IA,Soldier,+41.9842068,-095.7801688
13478,IA,Turin,+42.0208569,-095.9660243
12992,IA,Dumont,+42.7521930,-092.9735076
13480,IA,Whiting,+42.1271882,-096.1507766
13481,IA,Aurelia,+42.7131530,-095.4365291
13482,IA,Cherokee,+42.7510698,-095.5528276
13483,IA,Cleghorn,+42.8117863,-095.7141258
12720,IA,Terril,+43.3058464,-094.9689637
13484,IA,Larrabee,+42.8615711,-095.5446100
13485,IA,Marcus,+42.8220925,-095.8065635
13486,IA,Meriden,+42.7944174,-095.6329962
13487,IA,Quimby,+42.6291302,-095.6438632
13488,IA,Washta,+42.5754497,-095.7195050
13489,IA,Ainsworth,+41.2900908,-091.5544838
13490,IA,Brighton,+41.1741685,-091.8212437
13491,IA,Crawfordsville,+41.2138847,-091.5370925
13492,IA,Kalona,+41.4873037,-091.7017202
13493,IA,Riverside,+41.4830603,-091.5723185
12721,IA,Wahpeton,+43.3743204,-095.1745884
13494,IA,Washington,+41.2989671,-091.6923070
13495,IA,Wellman,+41.4692686,-091.8348050
13496,IA,West Chester,+41.3400013,-091.8168611
13497,IA,Jesup,+42.4748163,-092.0656086
13498,IA,Cedar Falls,+42.5194018,-092.4526561
13549,IA,Benton,+40.7042895,-094.3598928
13499,IA,Dunkerton,+42.5677634,-092.1660473
13500,IA,Elk Run Heights,+42.4641963,-092.2505158
13501,IA,Evansdale,+42.4656881,-092.2694230
13502,IA,Gilbertville,+42.4189952,-092.2142003
13550,IA,Delphos,+40.6631775,-094.3395709
13551,IA,Diagonal,+40.8108990,-094.3418534
13503,IA,Hudson,+42.4303069,-092.4553904
13504,IA,Janesville,+42.6458052,-092.4623969
13505,IA,La Porte City,+42.3137591,-092.1908780
13506,IA,Raymond,+42.4693811,-092.2295789
13507,IA,Waterloo,+42.4923267,-092.3519473
13552,IA,Ellston,+40.8404932,-094.1087541
13553,IA,Kellerton,+40.7104008,-094.0504948
13508,IA,Blue Grass,+41.5095211,-090.7650198
13509,IA,Walcott,+41.6115667,-090.7863518
13516,IA,Le Claire,+41.5955939,-090.3770063
13554,IA,Maloy,+40.6706354,-094.4095504
13510,IA,Bettendorf,+41.5663402,-090.4766386
13526,IA,Moulton,+40.6854077,-092.6765242
13511,IA,Buffalo,+41.4605499,-090.7686356
13512,IA,Davenport,+41.5541036,-090.6039968
13513,IA,Dixon,+41.7420704,-090.7820812
13514,IA,Donahue,+41.6914392,-090.6745583
13515,IA,Eldridge,+41.6392673,-090.5801118
13517,IA,Long Grove,+41.6927525,-090.5825209
13518,IA,McCausland,+41.7434074,-090.4458806
13519,IA,Maysville,+41.6496385,-090.7183911
13520,IA,New Liberty,+41.7159599,-090.8779955
13521,IA,Panorama Park,+41.5556125,-090.4536975
13527,IA,Mystic,+40.7791815,-092.9446124
13558,IA,Davis City,+40.6401517,-093.8126018
13522,IA,Princeton,+41.6742494,-090.3572894
13528,IA,Numa,+40.6854065,-092.9799878
13529,IA,Plano,+40.7554225,-093.0469452
13530,IA,Rathbun,+40.8016943,-092.8871405
13531,IA,Udell,+40.7801810,-092.7426983
13523,IA,Centerville,+40.7283811,-092.8713905
13524,IA,Cincinnati,+40.6309490,-092.9222293
13525,IA,Exline,+40.6490459,-092.8431396
13532,IA,Unionville,+40.8181841,-092.6957756
13533,IA,Riverdale,+41.5372760,-090.4635826
13534,IA,Alleman,+41.8158453,-093.6094602
13535,IA,Altoona,+41.6468632,-093.4768422
13536,IA,Ankeny,+41.7278881,-093.6032276
13559,IA,Decatur City,+40.7420902,-093.8328224
13537,IA,Bondurant,+41.6996871,-093.4546392
13540,IA,Granger,+41.7630608,-093.8249992
13555,IA,Mount Ayr,+40.7143105,-094.2381519
13556,IA,Redding,+40.6075202,-094.3871020
13538,IA,Clive,+41.6132426,-093.7978713
13539,IA,Elkhart,+41.7922878,-093.5242477
13557,IA,Tingley,+40.8528372,-094.1957489
13541,IA,Grimes,+41.6788120,-093.8027912
13544,IA,Polk City,+41.7722860,-093.7091501
13545,IA,Runnells,+41.5140555,-093.3603966
13542,IA,Johnston,+41.6812078,-093.7147990
13548,IA,Beaconsfield,+40.8072227,-094.0508254
13543,IA,Pleasant Hill,+41.5992354,-093.5083938
13546,IA,Urbandale,+41.6366875,-093.7797923
13547,IA,Windsor Heights,+41.6041955,-093.7127929
13560,IA,Garden Grove,+40.8265787,-093.6071930
13561,IA,Grand River,+40.8189407,-093.9633868
13562,IA,Lamoni,+40.6201893,-093.9341618
13563,IA,Leon,+40.7413409,-093.7555713
13564,IA,Le Roy,+40.8783630,-093.5924703
13565,IA,Pleasanton,+40.5824832,-093.7430081
12834,IA,Rippey,+41.9342114,-094.2007998
13566,IA,Van Wert,+40.8707417,-093.7921778
13567,IA,Weldon,+40.8972891,-093.7355473
13568,IA,Corley,+41.5777194,-095.3305581
13569,IA,Jacksonville,+41.6450738,-095.1516925
13570,IA,Garden City,+42.2455210,-093.3953779
13571,IA,Duncan,+43.1081563,-093.7046735
13572,IA,Hutchins,+43.0877800,-093.8865704
13573,IA,Hayfield,+43.1781004,-093.6925295
13574,IA,Miller,+43.1867109,-093.6077060
13575,IA,Coalville,+42.4401372,-094.1157881
13576,IA,Bolan,+43.3734800,-093.1085018
13582,IA,River Sioux,+41.8024393,-096.0479880
