position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
de,"Detroit, Michigan",Martin Luther King,78,235,4.5,4,6.0,2,USC,Nick Perry,2008
rb,"Van, Texas",Van,78,210,4.5,5,6.1,2,Oklahoma,Jermie Calhoun,2008
k,"Phoenix, Arizona",Mountain Ridge,78,185,,3,5.5,2,UCLA,Jeff Locke,2008
db,"Lucedale, Mississippi",George County,78,187,4.4,4,6.0,2,Alabama,Alonzo Lawrence,2008
rb,"Brenham, Texas",Brenham,65,210,4.4,3,5.7,2,Texas,Ryan Roberson,2008
wr,"Cincinnati, Ohio",La Salle,0,190,4.5,5,6.1,3,Ohio State,DeVier Posey,2008
lb,"Gadsden, Alabama",Gadsden City,78,220,4.5,4,6.0,3,Alabama,Jerrell Harris,2008
ath,"Prichard, Alabama",Vigor,65,194,4.4,5,6.1,3,Alabama,Burton Scott,2008
ol,"Santa Ana, California",Mater Dei,78,301,,4,5.9,3,USC,Khaled Holmes,2008
de,"Sherman Oaks, California",Notre Dame,78,240,4.8,4,6.0,3,USC,Wes Horton,2008
dt,"Elk Grove, California",Pleasant Grove,78,287,,4,6.0,3,USC,Armond Armstead,2008
db,"Los Angeles, California",Dorsey,78,185,4.5,4,6.0,3,UCLA,Rahim Moore,2008
ol,"Anaheim, California",Servite,78,281,5.0,5,6.1,3,USC,Matt Kalil,2008
qb,"Centreville, Virginia",Westfield,78,194,4.9,4,6.0,3,North Carolina State,Mike Glennon,2008
rb,"Fort Washington, Maryland",Friendly,65,191,4.4,4,5.9,3,Boston College,Josh Haden,2008
ol,"Argyle, Texas",Liberty Christian School,78,270,4.9,4,5.9,3,Oklahoma,Ben Habern,2008
lb,"Bethlehem, Pennsylvania",Liberty,78,235,4.5,4,6.0,3,Florida,Brendan Beal,2008
db,"Miami, Florida",Booker T. Washington,65,174,4.5,4,6.0,3,Miami (FL),Brandon Harris,2008
rb,"Manassas, Virginia",Stonewall Jackson,65,192,4.5,4,6.0,3,Virginia Tech,Ryan Williams,2008
te,"Dublin, Ohio",Coffman,78,223,4.5,4,5.9,3,Ohio State,Jake Stoneburner,2008
qb,"Indianapolis, Indiana",Ben Davis,78,220,4.5,4,5.9,3,Minnesota,MarQueis Gray,2008
k,"Westerville, Ohio",Westerville Central,65,191,,3,5.5,3,Ohio State,Ben Buchanan,2008
de,"Waynesboro, Georgia",Burke County,78,220,4.5,4,5.9,3,Georgia,Cornelius Washington,2008
rb,"Tallahassee, Florida",FAMU High,78,227,4.5,3,5.7,3,Georgia Tech,Richard Watson,2008
qb,"Copperas Cove, Texas",Copperas Cove,78,195,,4,5.8,4,Baylor,Robert Griffin,2008
de,"Lakewood, Washington",Lakes,78,250,4.7,4,6.0,4,Washington,Kavario Middleton,2008
k,"Austin, Texas",Westlake,78,172,4.6,3,5.5,4,Texas,Justin Tucker,2008
rb,"Redlands, California",East Valley,65,190,4.5,4,5.9,4,Washington,Chris Polk,2008
ol,"Miami, Florida",Northwestern,78,315,5.5,4,5.9,4,Miami (FL),Brandon Washington,2008
rb,"Seffner, Florida",Armwood,65,239,,3,5.7,4,Auburn,Eric Smith,2008
dt,"Statesboro, Georgia",Statesboro,78,276,5.1,4,6.0,4,Georgia,DeAngelo Tyson,2008
lb,"Homestead, Florida",Homestead,78,210,4.6,4,6.0,4,Miami (FL),Marcus Robinson,2008
rb,"Detroit, Michigan",Country Day,65,213,4.4,4,6.0,4,Notre Dame,Jonas Gray,2008
db,"Garland, Texas",South Garland,78,195,4.5,4,5.9,4,Oklahoma,Joseph Ibiloye,2008
lb,"Youngstown, Ohio",Cardinal Mooney,65,216,4.6,4,6.0,4,Penn State,Brandon Beachum,2008
db,"North Miami Beach, Florida",North Miami Beach,65,180,4.5,4,6.0,4,Western Michigan,Doug Wiggins,2008
qb,"Houston, Texas",Stratford,78,215,4.7,4,6.0,4,Stanford,Andrew Luck,2008
db,"Detroit, Michigan",Cass Tech,65,171,,4,6.0,4,Michigan,Boubacar Cissoko,2008
ath,"Fort Washington, Maryland",Friendly,65,181,4.4,4,6.0,4,Ohio State,Lamaar Thomas,2008
ol,"Orlando, Florida",Edgewater,78,305,5.1,5,6.1,4,Ohio State,Michael Brewster,2008
wr,"Ocean Springs, Mississippi",Ocean Springs,78,208,4.6,5,6.1,4,Southern Miss,DeAndre Brown,2008
ol,"Mishawaka, Indiana",Penn,78,295,5.1,4,5.8,4,Notre Dame,Braxston Cave,2008
de,"Reform, Alabama",Pickens County,78,240,4.7,4,5.9,4,Alabama,Michael Williams,2008
te,"Toledo, Ohio",Whitmer,78,235,4.7,4,5.9,4,Michigan,Kevin Koger,2008
de,"Griffin, Georgia",Griffin,78,244,5.1,4,5.9,5,Georgia,Toby Jackson,2008
ol,"Lakeland, Florida",Lake Gibson,78,246,5.4,4,5.8,5,Michigan,Ricky Barnum,2008
db,"Angleton, Texas",Angleton,65,165,4.4,4,6.0,5,Texas,D.J. Monroe,2008
ath,"Mobile, Alabama",St. Paul's,78,202,4.5,4,6.0,5,Alabama,Mark Barron,2008
lb,"Los Angeles, California",Leuzinger,78,226,4.6,4,5.9,5,USC,Uona Kavienga,2008
ol,"Stockton, California",Lincoln,78,290,5.2,4,5.9,5,USC,Matt Meyer,2008
rb,"Moncks Corner, South Carolina",Berkeley,65,170,4.4,4,5.9,5,Clemson,Andre Ellington,2008
wr,"Aliquippa, Pennsylvania",Aliquippa,78,233,4.4,5,6.1,5,Pittsburgh,Jonathan Baldwin,2008
qb,"Lake Worth, Florida",Lake Worth,78,182,4.6,4,5.9,5,Alabama,Star Jackson,2008
qb,"Corona, California",Centennial,78,205,4.5,4,5.8,5,Arizona,Matt Scott,2008
rb,"DeSoto, Texas",DeSoto,78,188,4.4,4,6.0,5,Texas A&M,Cyrus Gray,2008
te,"Maryville, Tennessee",Maryville,78,245,4.9,4,5.9,5,Tennessee,Aaron Douglas,2008
lb,"Hollywood, Florida",Chaminade Madonna,78,202,4.6,4,6.0,5,Miami (FL),Jordan Futch,2008
ol,"Seffner, Florida",Armwood,78,265,4.6,5,6.1,5,Florida,Matt Patchan,2008
db,"Matthews, North Carolina",Butler,78,180,4.4,4,5.9,5,Clemson,Spencer Adams,2008
dt,"Cedar Hill, Texas",Cedar Hill,78,290,5.0,4,6.0,5,Texas,Jarvis Humphrey,2008
de,"Washington Court House, Ohio",Miami Trace,78,245,4.7,4,5.9,5,Ohio State,Nathan Williams,2008
rb,"Fullerton, California",Troy,78,218,4.5,3,5.6,5,UCLA,Derrick Coleman,2008
de,"Savannah, Georgia",Jenkins,78,236,4.8,4,5.8,6,South Carolina,Chaz Sutton,2008
ol,"Moreno Valley, California",Rancho Verde,78,260,5.1,5,6.1,6,USC,Tyron Smith,2008
db,"Auburn, Alabama",Auburn,78,210,4.5,4,5.9,6,Florida,Dee Finley,2008
wr,"St. Paul, Minnesota",Cretin-Derham Hall,78,195,4.6,5,6.1,6,Notre Dame,Michael Floyd,2008
lb,"Jacksonville, Florida",First Coast,78,220,4.6,4,5.9,6,Florida State,Nigel Carr,2008
de,"Chatham, Virginia",Hargrave Military Academy,78,235,4.8,4,5.9,6,North Carolina,Quinton Coples,2008
rb,"Camden, Arkansas",Fairview,65,209,4.4,4,5.9,6,Arkansas,De'Anthony Curtis,2008
rb,"Alief, Texas",Elsik,65,181,,4,5.8,6,Texas,Jeremy Hills,2008
db,"Pahokee, Florida",Pahokee,65,180,4.7,4,6.0,6,Florida,Janoris Jenkins,2008
qb,"Artesia, New Mexico",Artesia,78,224,,4,5.8,6,Oklahoma,Landry Jones,2008
lb,"Blountstown, Florida",Blountstown,78,206,4.6,4,6.0,6,LSU,Ryan Baker,2008
dt,"Lombard, Illinois",Montini,78,264,,4,6.0,6,Ohio State,Garrett Goebel,2008
ol,"Aldine, Texas",Aldine,78,320,5.2,4,5.9,6,USC,Daniel Campbell,2008
qb,"Aldine, Texas",Aldine,78,195,4.5,4,5.8,6,Oregon,Darron Thomas,2008
ol,"Schuylkill Haven, Pennsylvania",Blue Mountain,78,295,5.2,3,5.7,6,Penn State,Matt Stankiewitch,2008
te,"Monroe, Louisiana",Sterlington,78,240,4.9,4,5.9,6,LSU,Matt Branch,2008
k,"South Jordan, Utah",Bingham,78,215,,3,5.5,6,Brigham Young,Justin Sorensen,2008
ol,"Centreville, Alabama",Bibb County,78,306,,3,5.7,7,Georgia,Ben Jones,2008
db,"Crawfordville, Florida",Wakulla,78,195,4.4,4,5.9,7,Miami (FL),C.J. Holton,2008
te,"Encino, California",Crespi,78,250,4.8,4,5.8,7,Notre Dame,Joseph Fauria,2008
db,"Compton, California",Dominguez,78,180,4.4,4,6.0,7,UCLA,Aaron Hester,2008
ol,"Corona, California",Corona,78,300,5.0,4,5.9,7,Colorado,Max Tuioti-Mariner,2008
qb,"Miami, Florida",Northwestern,78,169,4.8,4,5.8,7,Miami (FL),Jacory Harris,2008
rb,"Groveland, Florida",South Lake,65,162,4.5,4,5.8,7,Florida,Jeffrey Demps,2008
lb,"Youngstown, Ohio",Cardinal Mooney,78,220,4.7,4,5.9,7,Penn State,Mike Zordich,2008
ath,"Columbus, Georgia",Carver,78,220,4.6,4,6.0,7,Florida State,Jarmon Fortson,2008
ol,"Paris, Texas",Paris,78,300,5.1,5,6.1,7,Oklahoma,Stephen Good,2008
k,"Fort Lauderdale, Florida",Cardinal Gibbons,65,163,,3,5.5,7,Georgia,Blair Walsh,2008
rb,"Trotwood, Ohio",Madison,78,185,4.4,4,5.9,7,Michigan,Michael Shaw,2008
wr,"Sugar Land, Texas",Dulles,78,180,4.4,4,6.0,7,Michigan,Darryl Stonum,2008
lb,"Hoover, Alabama",Spain Park,78,215,4.7,4,5.9,7,Florida,William Green,2008
dt,"Hialeah, Florida",Hialeah,78,260,4.8,4,6.0,7,Illinois,Corey Liuget,2008
de,"Menasha, Wisconsin",Menasha,78,230,,4,5.8,7,Wisconsin,Tyler Westphal,2008
qb,"Kingsport, Tennessee",Sullivan South,78,212,4.6,4,5.8,7,Wisconsin,Curt Phillips,2008
de,"Thibodaux, Louisiana",E. D. White,78,241,4.8,4,5.9,7,LSU,Chase Clement,2008
rb,"Nashville, Tennessee",Montgomery Bell Academy,78,225,,3,5.5,7,Tennessee,Ben Bartholomew,2008
ol,"Mountain Brook, Alabama",Mountain Brook,78,285,5.1,5,6.1,8,Alabama,Tyler Love,2008
de,"Compton, California",Compton,78,240,4.8,4,5.9,8,UCLA,Datone Jones,2008
db,"Encino, California",Crespi,78,192,4.5,4,5.9,8,UCLA,E.J. Woods,2008
de,"Duncan, South Carolina",Byrnes,78,242,4.7,4,5.8,8,Florida State,Everett Dawkins,2008
qb,"Destrehan, Louisiana",Destrehan,78,200,4.6,4,5.8,8,LSU,Jordan Jefferson,2008
db,"Tallahassee, Florida",Lincoln,78,175,4.4,4,6.0,8,USC,T.J. Bryant,2008
k,"Brookfield, Wisconsin",Central,78,210,,3,5.5,8,Wisconsin,Bradley Nortman,2008
rb,"Monroeville, Pennsylvania",Gateway,65,157,4.4,4,5.8,8,Pittsburgh,Cameron Saddler,2008
dt,"Muskogee, Oklahoma","",78,255,,4,5.9,8,Oklahoma,Stacey McGee,2008
wr,"Muskogee, Oklahoma","",78,210,4.4,4,6.0,8,Oklahoma,Jameel Owens,2008
qb,"Tallahassee, Florida",Lincoln,78,203,4.6,4,5.8,8,South Florida,B.J. Daniels,2008
rb,"Franklin, Georgia",Heard County,65,195,4.5,4,5.9,8,Georgia,Dontavius Jackson,2008
ath,"Chandler, Arizona",Hamilton,78,210,4.6,4,6.0,8,Arizona State,Gerell Robinson,2008
te,"Trotwood, Ohio",Trotwood-Madison,78,243,4.7,4,5.8,8,Michigan,Brandon Moore,2008
lb,"Chicago, Illinois",Mt. Carmel,78,220,,4,5.9,8,Notre Dame,Steven Filer,2008
lb,"Chicago, Illinois",St. Rita,78,230,,4,5.9,8,Notre Dame,Darius Fleming,2008
ol,"West Hartford, Connecticut",Northwest Catholic,78,260,5.1,3,5.7,8,Notre Dame,Mike Golic,2008
ol,"Gilmer, Texas",Gilmer,78,300,5.3,4,5.8,8,Texas,David Snow,2008
qb,"Greenwood, Arkansas",Greenwood,78,182,4.8,4,5.8,9,Arkansas,Tyler Wilson,2008
lb,"Philadelphia, Pennsylvania",Roman Catholic,78,218,4.5,4,5.9,9,Florida State,Nick Moody,2008
rb,"Sandy, Utah",Alta,78,205,4.5,3,5.5,9,Utah,Sausan Shakerin,2008
db,"Peoria, Arizona",Centennial,78,190,4.4,4,5.9,9,Arizona State,Jarrell Barbour,2008
te,"Poway, California",Poway,78,228,4.8,4,5.8,9,Colorado,Ryan Deehan,2008
ol,"Jefferson Hills, Pennsylvania",Thomas Jefferson,78,295,5.0,4,6.0,9,Pittsburgh,Lucas Nix,2008
ath,"Beaumont, Texas",Central,65,201,4.4,4,5.9,9,Texas A&M,Derrick Hall,2008
rb,"Klein, Texas",Oak,65,170,4.4,4,5.8,9,Michigan,Terrence Robinson,2008
k,"Mentor, Ohio",Mentor,65,175,,3,5.5,9,Pittsburgh,Kevin Harper,2008
lb,"Parker, Colorado",Ponderosa,78,230,4.5,4,5.9,9,Colorado,Jon Major,2008
dt,"Thomasville, Georgia",Thomasville,0,291,5.3,4,5.9,9,Clemson,Brandon Thompson,2008
wr,"Miami, Florida",Northwestern,78,200,4.5,4,6.0,9,Miami (FL),Aldarius Johnson,2008
qb,"Stephenville, Texas",Stephenville,78,202,4.7,3,5.7,9,Nebraska,Kody Spano,2008
de,"Eden Prairie, Minnesota",Eden Prairie,78,260,4.9,4,5.9,9,Ohio State,Willie Mobley,2008
ol,"Modesto, California",Central Catholic,78,266,,3,5.7,9,California,Dominic Galas,2008
db,"Franklinton, Louisiana",Franklinton,65,176,4.5,4,5.9,9,LSU,Brandon Taylor,2008
de,"Birmingham, Alabama",Shades Valley,78,240,4.7,4,5.8,9,Auburn,Cameron Henderson,2008
ol,"Columbia, South Carolina",A.C. Flora,78,293,5.1,4,5.8,9,Clemson,Kenneth Page,2008
wr,"Ellenwood, Georgia",Cedar Grove,78,195,4.4,4,6.0,10,Oklahoma,Joshua Jarboe,2008
ol,"Grand Haven, Michigan","",78,291,,4,6.0,10,Michigan,Dann O'Neill,2008
dt,"Garland, Texas",Garland,78,244,4.7,4,5.9,10,LSU,Chancey Aghayere,2008
ath,"Anaheim, California",Servite,78,219,4.5,4,5.9,10,USC,D.J. Shoemate,2008
de,"Burien, Washington",Kennedy,78,240,4.7,4,5.9,10,Washington,Everrette Thompson,2008
lb,"Dunnellon, Florida",Dunnellon,78,200,4.5,4,5.9,10,Florida,Lerentee McCray,2008
de,"Lake Balboa, California",Birmingham,78,212,,4,5.8,10,USC,Malik Jackson,2008
te,"Tallahassee, Florida",Lincoln,78,240,4.6,4,5.8,10,Florida State,Jabaris Little,2008
db,"Clarksdale, Mississippi",Clarksdale,65,190,4.6,4,5.9,10,Mississippi State,Charles Mitchell,2008
k,"Atlanta, Georgia",St Pius X School,78,186,,3,5.5,10,Louisville,Chris Philpott,2008
ol,"Kosciusko, Mississippi",Kosciusko,78,275,5.3,3,5.7,10,Mississippi State,John Paul Alford,2008
qb,"Flowery Branch, Georgia",Flowery Branch,78,176,4.5,3,5.7,10,Georgia Tech,Jaybo Shaw,2008
qb,"Jacksonville, Florida",Bartram Trail,78,188,4.6,4,5.8,10,Clemson,Kyle Parker,2008
ol,"Vienna, West Virginia",Parkersburg,78,282,5.2,4,5.8,10,West Virginia,Josh Jenkins,2008
rb,"Cypress, Texas",Cy-Fair,78,188,4.3,4,5.8,10,Michigan,Sam McGuffie,2008
lb,"Davenport, Florida",Ridge,78,210,4.8,4,5.8,10,Florida State,Vincent Williams,2008
rb,"Katy, Texas",Katy,78,200,4.5,4,5.8,10,UCLA,Aundre Dean,2008
rb,"Hickory, North Carolina",Hickory,78,235,4.7,3,5.5,10,Tennessee,Austin Johnson,2008
db,"Chester, South Carolina",Chester,65,172,4.5,4,5.9,10,South Carolina,Charles Whitlock,2008
qb,"Bastrop, Louisiana",Bastrop,65,200,4.6,3,5.7,11,Mississippi,Randall Mackey,2008
db,"Fresno, California",Edison,65,182,4.5,4,5.9,11,Arizona,Robert Golden,2008
qb,"Huntington Beach, California",Edison,78,193,4.7,3,5.7,11,UCLA,Nick Crissman,2008
rb,"Lawton, Oklahoma",Eisenhower,65,195,4.4,4,5.8,11,Texas Tech,Harrison Jeffers,2008
dt,"Sardis, Mississippi",North Panola,78,295,5.2,4,5.9,11,Mississippi State,Templeton Hardy,2008
de,"DeSoto, Texas",DeSoto,78,255,4.6,4,5.8,11,Texas A&M,Tony Jerod,2008
db,"New Brunswick, New Jersey",New Brunswick,78,210,4.5,4,5.9,11,Michigan,Brandon Smith,2008
lb,"Monroeville, Pennsylvania",Gateway,78,235,4.5,4,5.9,11,Pittsburgh,Shayne Hale,2008
ol,"Northport, Alabama",Tuscaloosa County,78,290,5.2,4,5.8,11,Alabama,John Michael Boswell,2008
te,"Flower Mound, Texas",Flower Mound,78,216,4.8,4,5.8,11,Oklahoma,James Hanna,2008
rb,"Phoenix, Arizona",Brophy Prep,78,195,4.5,4,5.8,11,Colorado,Ray Polk,2008
k,"Grand Prairie, Texas",South Grand Prairie,78,180,,2,5.4,11,Purdue,Carson Wiggs,2008
de,"Gainesville, Florida",Gainesville,78,235,4.8,4,5.8,11,Florida,Earl Okine,2008
ol,"Klein, Texas",Klein,78,299,5.1,4,5.9,11,Ohio State,J.B. Shugarts,2008
ath,"Thomasville, North Carolina",Thomasville,78,210,4.6,4,5.9,11,Tennessee,E.J. Abrams-Ward,2008
wr,"Rayville, Louisiana",Rayville,78,180,4.4,4,6.0,11,LSU,Chris Tolliver,2008
lb,"Sherman Oaks, California",Notre Dame,78,220,4.5,4,5.8,11,Notre Dame,Anthony McDonald,2008
ol,"Bellevue, Washington",Bellevue,78,285,5.2,3,5.7,11,Stanford,David DeCastro,2008
k,"Bunker Hill, West Virginia",Musselman,78,208,4.7,2,5.4,12,Alabama,Corey Smith,2008
lb,"Eufaula, Alabama",Eufaula,78,220,4.7,4,5.9,12,Alabama,Courtney Upshaw,2008
rb,"Lake Balboa, California",Birmingham,65,192,4.5,4,5.8,12,UCLA,Milton Knox,2008
db,"Long Beach, California",Poly,78,180,4.5,4,5.9,12,Miami (FL),Vaughn Telemaque,2008
te,"Fayetteville, North Carolina",Terry Sanford,78,243,,4,5.8,12,Clemson,Dwayne Allen,2008
db,"Little Rock, Arkansas",Central Arkansas Christian,78,167,4.4,4,5.9,12,Arkansas,Joe Adams,2008
ol,"Denver, Colorado",Mullen,78,257,5.1,4,5.9,12,Colorado,Bryce Givens,2008
wr,"McKinney, Texas",Boyd,78,202,4.5,4,6.0,12,Texas A&M,Jeff Fuller,2008
ol,"Cedar Hill, Texas",Cedar Hill,78,261,5.2,3,5.7,12,Kentucky,Osaze Idumwonyi,2008
de,"Denton, Texas",Ryan,78,220,4.8,3,5.7,12,Nebraska,Josh Williams,2008
qb,"North Richland Hills, Texas",Birdville,78,204,4.6,3,5.6,12,Texas A&M,Tommy Dorman,2008
ath,"Miami, Florida",Booker T. Washington,65,163,4.4,4,5.9,12,Miami (FL),Davon Johnson,2008
de,"Colton, California",Colton,78,250,4.9,4,5.8,12,UCLA,Damien Holmes,2008
rb,"Texarkana, Texas",Liberty-Eylau,65,180,4.4,4,5.8,12,Oregon,LaMichael James,2008
qb,"Fulton, Mississippi",Itawamba Agricultural,78,199,4.7,3,5.7,12,Southern Miss,Bret Jefcoat,2008
lb,"Myrtle Beach, South Carolina",Myrtle Beach,78,230,,4,5.8,12,Virginia Tech,Bruce Taylor,2008
dt,"Woodstock, Illinois",Marian Central Catholic,78,284,,4,5.9,12,Notre Dame,Sean Cwynar,2008
dt,"Las Vegas, Nevada",Western,78,265,4.8,4,5.9,13,Arizona State,Lawrence Guy,2008
ath,"Guthrie, Oklahoma",Guthrie,78,215,4.5,4,5.9,13,Oklahoma State,Kye Staley,2008
wr,"Norcross, Georgia",Norcross,78,178,4.4,4,6.0,13,USC,Brice Butler,2008
ol,"Anniston, Alabama",Anniston,78,317,5.4,4,5.9,13,Clemson,Antoine McClain,2008
lb,"Miami, Florida",Northwestern,78,186,,4,5.9,13,Miami (FL),Sean Spence,2008
db,"Easton, Pennsylvania",Easton,65,175,4.5,4,5.8,13,Pittsburgh,Jarred Holley,2008
de,"Weatherford, Texas",Weatherford,78,225,4.8,4,5.8,13,Notre Dame,Kapron Lewis-Moore,2008
de,"Santa Ana, California",Mater Dei,78,222,4.6,3,5.7,13,Nebraska,Cameron Meredith,2008
ol,"Aynor, South Carolina",Aynor,78,285,5.2,3,5.6,13,South Carolina,T.J. Johnson,2008
lb,"Nederland, Texas",Nederland,78,230,4.6,4,5.8,13,Texas,Dravannti Johnson,2008
rb,"Fort Meade, Florida",Fort Meade,65,154,4.4,4,5.8,13,Auburn,Onterrio McCalebb,2008
qb,"Dodge City, Kansas",Dodge City,78,198,4.5,3,5.6,13,Kansas,Kale Pick,2008
qb,"Fresno, California",Clovis West,78,197,4.7,3,5.7,13,California,Beau Sweeney,2008
te,"Scranton, Pennsylvania",West Scranton,78,227,4.7,4,5.8,13,Illinois,Hubie Graham,2008
ol,"Pelion, South Carolina",Pelion,78,270,5.0,4,5.8,13,Clemson,Dalton Freeman,2008
db,"Stone Mountain, Georgia",Tucker,78,185,4.5,4,5.8,13,Notre Dame,Jamoris Slaughter,2008
ath,"Wichita, Kansas",Northwest,78,231,4.5,4,5.9,14,Oregon,Chris Harper,2008
qb,"Tuscola, Illinois","",78,196,4.8,3,5.7,14,Iowa,John Wienke,2008
dt,"Kaneohe, Hawaii",Castle,78,305,4.9,4,5.9,14,Arizona,Solomon Koehler,2008
ol,"Norfolk, Virginia",Maury,78,317,5.8,4,5.9,14,Virginia Tech,Vinston Painter,2008
rb,"Teaneck, New Jersey",Teaneck,65,164,4.4,3,5.7,14,Rutgers,Rashad White,2008
lb,"Gilmer, Texas",Gilmer,78,210,4.5,4,5.9,14,Oklahoma,Justin Johnson,2008
wr,"Miami, Florida",Northwestern,78,200,,4,5.9,14,Miami (FL),Tommy Streeter,2008
k,"Saint Augustine, Florida",St. Augustine,65,180,,2,5.4,14,Florida,Caleb Sturgis,2008
lb,"Champlin, Minnesota",Champlin Park,78,240,4.7,4,5.8,14,Minnesota,Sam Maresh,2008
ol,"Peoria, Arizona",Centennial,78,295,5.3,4,5.8,14,Arizona State,Zach Schlink,2008
te,"Smithville, Missouri",Smithville,78,228,4.6,4,5.8,14,Missouri,Andrew Jones,2008
db,"Chandler, Arizona",Chandler,78,182,4.6,4,5.8,14,California,Marc Anthony,2008
qb,"Johnston, South Carolina",Strom Thurmond,78,205,4.7,3,5.6,14,South Carolina,Aramis Hillary,2008
ol,"Batesville, Mississippi",South Panola,78,295,5.2,3,5.6,14,Southern Miss,Quin Sanford,2008
db,"Youngstown, Ohio",Cardinal Mooney,78,190,4.5,4,5.8,14,Notre Dame,Dan McCarthy,2008
de,"Chicago, Illinois",Mt. Carmel,78,223,,3,5.7,14,Illinois,Glenn Foster,2008
rb,"Sierra Vista, Arizona",Buena,65,216,4.4,4,5.8,14,North Carolina,Jamal Womble,2008
de,"Pleasant Grove, Alabama",Pleasant Grove,78,260,4.7,4,5.8,14,Alabama,Brandon Lewis,2008
db,"Fayetteville, Georgia",Fayette County,65,162,4.5,4,5.8,15,Georgia,Brandon Boykin,2008
ol,"Seattle, Washington",Rainier Beach,78,353,5.1,4,5.8,15,Washington,Alameda Ta'amu,2008
dt,"Long Beach, California",Poly,78,280,,4,5.8,15,USC,Jurrell Casey,2008
qb,"Scottsdale, Arizona",Notre Dame Prep,78,201,4.5,3,5.7,15,Duke,Sean Renfree,2008
lb,"Lewisburg, Tennessee",Marshall County,78,248,4.7,4,5.8,15,Alabama,Don'ta Hightower,2008
de,"Gainesville, Georgia",Gainesville High School,78,211,4.8,3,5.7,15,Ohio State,Keith Wells,2008
ol,"Clayton, Ohio",Northmont,78,273,5.3,4,5.9,15,Florida State,Zebrie Sanders,2008
rb,"Jacksonville, Florida",First Coast,78,190,4.4,3,5.7,15,Florida State,Jermaine Thomas,2008
