position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
qb,"Harrisburg, Pennsylvania",Bishop McDevitt,78,201,4.6,4,5.9,5,Maryland,Jeremy Ricker,2006
lb,"Rowlett, Texas",Rowlett,78,232,4.5,4,5.9,5,Texas,Jared Norton,2006
rb,"Franklin, Georgia",Heard County,78,205,4.5,4,6.0,5,Michigan,Carlos Brown,2006
te,"Land O'Lakes, Florida","",78,234,,4,5.9,5,Florida State,Caz Piurowski,2006
db,"Tallahassee, Florida",Rickards,78,178,4.5,4,6.0,5,Miami (FL),Ryan Hill,2006
de,"Richardson, Texas",Berkner,78,220,4.6,4,5.8,5,Oklahoma State,Ugo Chinasa,2006
qb,"Exton, Pennsylvania",Downington East,78,200,4.8,4,5.9,5,Penn State,Pat Devlin,2006
lb,"Dallas, Texas",Skyline,78,200,4.5,4,6.0,5,USC,Michael Morgan,2006
ol,"Palm Springs, California",Palm Springs,78,269,4.9,4,5.8,5,UCLA,Andy Keane,2006
rb,"Fort Myers, Florida",Riverdale,65,185,4.6,4,5.9,5,Florida,Chevon Walker,2006
k,"Mentor, Ohio",Mentor,78,180,,3,5.5,5,Akron,Igor Iveljic,2006
wr,"Virginia Beach, Virginia",Landstown,78,192,4.5,4,6.0,6,Florida State,Damon McDaniel,2006
ol,"Indian Head, Maryland",Lackey,78,275,5.3,4,5.9,6,Penn State,J.B. Walton,2006
db,"Tallahassee, Florida",Godby,0,185,4.4,4,5.9,6,Clemson,DeAndre McDaniel,2006
dt,"Ft. Lauderdale, Florida",Dillard,78,315,5.3,4,5.9,6,LSU,Charles Deas,2006
lb,"Harrisburg, Pennsylvania",Harrisburg,78,220,4.6,4,5.9,6,Iowa,Jeremiha Hunter,2006
db,"Rancho Cucamonga, California",Rancho Cucamonga,65,185,4.4,4,5.9,6,Arizona,Devin Ross,2006
de,"Miami, Florida",Central,78,233,4.8,4,5.8,6,Auburn,Bryant Miller,2006
rb,"Newark, Maryland",Snow Hill,65,204,4.4,4,6.0,6,Auburn,Benjamin Tate,2006
k,"Jupiter, Florida",Jupiter,78,170,4.7,3,5.5,6,Miami (FL),Matt Bosher,2006
rb,"Columbia, South Carolina",Irmo,78,237,,3,5.7,6,Ohio State,Aram Olson,2006
de,"Colorado Springs, Colorado",Doherty,78,257,4.9,4,5.9,6,Texas,Lamarr Houston,2006
qb,"Ames, Iowa",Ames Senior,78,200,4.8,3,5.7,6,Iowa State,Austen Arnaud,2006
qb,"Beaverton, Oregon",Beaverton,78,192,5.0,4,5.8,6,California,Kevin Riley,2006
ol,"Wimberley, Texas",Wimberley,78,290,5.1,4,5.8,6,Texas,Buck Burnette,2006
te,"Ocean Springs, Mississippi",Ocean Springs,78,235,4.8,4,5.8,6,LSU,Richard Dickson,2006
ath,"Olive Branch, Mississippi",Olive Branch,78,200,4.5,4,6.0,6,Mississippi,Allen Walker,2006
rb,"Irving, Texas","",65,185,4.4,4,5.8,6,Georgia Tech,Jamaal Evans,2006
lb,"Los Angeles, California",Dorsey,78,230,4.5,4,5.9,6,Ohio State,Mark Johnson,2006
ol,"Brooklyn, New York",Poly Prep,78,300,5.1,4,5.9,6,Notre Dame,Eric Olsen,2006
rb,"Harrisburg, Pennsylvania",Bishop McDevitt,65,204,4.4,4,6.1,7,Miami (FL),LeSean McCoy,2006
ol,"Columbus, Ohio",Brookhaven,78,301,5.8,3,5.7,7,Akron,Mark Jackson,2006
lb,"Highland Springs, Virginia","",78,235,4.7,4,5.9,7,North Carolina,Jarrell Miller,2006
ol,"Cincinnati, Ohio",Princeton,78,299,5.1,4,5.9,7,Virginia Tech,Aaron Brown,2006
ol,"Ocilla, Georgia",Irwin County,78,320,5.4,4,5.9,7,Georgia,Justin Anderson,2006
dt,"Columbia, South Carolina",Richland Northeast,78,256,4.6,4,5.9,7,Michigan,Adam Patterson,2006
ath,"Orange, Texas",West Orange Stark,65,160,4.4,4,5.9,7,Texas,Deon Beasley,2006
qb,"Sherman Oaks, California",Notre Dame,78,190,4.5,3,5.7,7,USC,Garrett Green,2006
qb,"Hoover, Alabama",Spain Park,78,191,4.7,4,5.8,7,Auburn,Neil Caudle,2006
lb,"Jackson, Mississippi",Callaway,78,196,4.5,4,5.9,7,LSU,Derrick Odom,2006
te,"Polk, Pennsylvania",Franklin Area,78,215,4.7,4,5.8,7,Pittsburgh,Nate Byham,2006
de,"Ellicot City, Maryland",Mt. Hebron,78,211,4.6,4,5.8,7,Penn State,Aaron Maybin,2006
rb,"Norco, California",Norco HS,78,228,4.5,3,5.7,7,Stanford,Toby Gerhart,2006
rb,"West Deptford, New Jersey",West Deptford,65,177,4.4,4,5.8,7,Rutgers,Kordell Young,2006
de,"Carteret, New Jersey",Carteret,78,248,4.7,4,5.9,7,Virginia Tech,Jason Adjepong,2006
wr,"Cleveland, Ohio",Glenville Academic Campus,65,173,4.5,4,5.9,7,Ohio State,Raymond Small,2006
db,"Mocksville, North Carolina",Davie County,78,175,4.4,4,5.9,7,Notre Dame,Raeshon McNeil,2006
db,"Columbus, Indiana",East,78,197,4.4,4,5.9,7,Michigan,Steve Brown,2006
k,"Wilmington, North Carolina",John T. Hoggard,65,160,4.7,2,5.4,7,North Carolina State,Nathan Franklin,2006
qb,"Arlington, Texas",Bowie,78,206,4.5,3,5.7,8,Texas,Sherrod Harris,2006
ol,"Ada, Oklahoma","",78,290,5.1,3,5.6,8,Oklahoma,Chad Roark,2006
db,"Lufkin, Texas",Lufkin,65,175,4.4,4,5.8,8,Texas Tech,Leonard Hewitt,2006
db,"Waco, Texas",University,78,175,4.6,4,5.9,8,Oklahoma State,Perrish Cox,2006
lb,"Haltom City, Texas",Haltom,78,220,4.6,4,5.9,8,Texas A&M,Anthony Lewis,2006
de,"Webster Groves, Missouri","",78,247,4.7,4,5.9,8,Iowa,Adrian Clayborn,2006
ol,"Miliani, Hawaii",Mililani,78,295,5.2,4,5.9,8,UCLA,Micah Kia,2006
ath,"Imperial, Pennsylvania",West Allegheny,78,202,4.5,4,5.9,8,Pittsburgh,Dorin Dickerson,2006
wr,"Orlando, Florida",Edgewater,78,189,4.7,4,5.9,8,Michigan,Greg Mathews,2006
rb,"Jonesboro, Louisiana",Hodge,78,215,4.7,4,6.0,8,LSU,Charles Scott,2006
rb,"Jacksonville, Florida",Bolles,78,235,4.7,3,5.7,8,Georgia,Shaun Chapas,2006
dt,"Feasterville, Pennsylvania",Neshaminy,78,279,5.1,4,5.9,8,Penn State,Tom McEowen,2006
de,"Hahnville, Louisiana",Hahnville,78,212,4.8,4,5.8,8,Mississippi,Kentrell Lockett,2006
lb,"Cincinnati, Ohio",Colerain,78,220,4.6,4,5.8,8,Michigan,Cobrani Mixon,2006
ol,"Irmo, South Carolina",Dutch Fork,78,270,4.9,4,5.9,8,South Carolina,Garrett Anderson,2006
te,"Springboro, Ohio","",78,250,4.8,4,5.8,8,Ohio State,Jake Ballard,2006
qb,"Tuscaloosa, Alabama",American Christian,78,213,4.9,4,5.8,8,South Carolina,Chris Smelley,2006
k,"Pine View, Utah","",78,180,,2,5.4,8,Brigham Young,Riley Stephenson,2006
rb,"LaGrange, Georgia",Troup County,65,185,4.5,4,5.8,8,Kentucky,Demetrius Goode,2006
rb,"Coppell, Texas",Coppell,78,195,4.4,4,6.0,9,USC,Emmanuel Moody,2006
qb,"Mechanicsburg, Pennsylvania",Mechanicsburg,78,215,4.8,4,5.8,9,Notre Dame,Zach Frazer,2006
db,"Grand Prairie, Texas",South Grand Prairie,65,172,4.5,4,5.8,9,Oklahoma,Malcolm Williams,2006
rb,"Rayville, Louisiana",Rayville,78,195,4.5,4,5.8,9,LSU,Richard Murphy,2006
de,"Fresno, California",Clovis West,78,237,4.6,3,5.7,9,Miami (FL),Chris Lewis,2006
ath,"Phenix City, Alabama",Central,78,200,4.5,4,5.9,9,Alabama,Earl Alexander,2006
dt,"Irvine, California",Woodbridge,78,260,4.9,4,5.9,9,USC,Alex Parsons,2006
ol,"Atlanta, Georgia",Westlake,78,244,4.9,4,5.9,9,Georgia,Kiante Tripp,2006
te,"Alexander City, Alabama",Benjamin Russell,78,247,4.6,4,5.8,9,Auburn,Michael Goggans,2006
ol,"Omaha, Nebraska",Burke,78,295,5.2,3,5.6,9,Nebraska,Ricky Henry,2006
db,"Tucker, Georgia",Tucker,65,187,4.4,4,5.9,9,Georgia,Asher Allen,2006
rb,"Tucson, Arizona",Sabino,78,216,4.8,3,5.6,9,Arizona,Brooks Reed,2006
wr,"Springdale, Arkansas",Springdale,78,180,4.5,4,5.9,9,Arkansas,Damian Williams,2006
lb,"Euclid, Ohio","",78,205,4.5,4,5.9,9,Ohio State,Thaddeus Gibson,2006
lb,"North Little Rock, Arkansas",North Little Rock,78,238,4.6,4,5.8,9,Arkansas,Van Stumon,2006
de,"Morris, Illinois","",78,255,4.8,4,5.9,9,Clemson,Jamie Cumbie,2006
ol,"Chattanooga, Tennessee",Baylor School,78,295,5.1,4,5.9,9,Tennessee,Jacques McClendon,2006
qb,"Fort Valley, Georgia",Peach County,78,210,4.6,3,5.7,9,Ohio State,Antonio Henton,2006
k,"Scottsdale, Arizona",Horizon,65,190,,2,5.4,9,Northwestern,Stefan Demos,2006
lb,"Jasper, Florida",Suwanee,78,206,4.6,4,5.8,10,Florida,Dustin Doe,2006
qb,"Newhall, California",Hart,78,215,4.7,3,5.7,10,Arizona,Tyler Lyon,2006
rb,"Middletown, New Jersey",Middletown South,65,205,4.5,4,5.9,10,Georgia,Knowshon Moreno,2006
dt,"Tampa, Florida",Hillsborough,78,274,5.2,4,5.9,10,South Florida,Leslie Stirrups,2006
wr,"New Iberia, Louisiana",Westgate,65,197,4.5,4,5.9,10,LSU,Jared Mitchell,2006
lb,"Vista, California",Vista,78,218,4.8,4,5.8,10,Arizona State,Travis Goethel,2006
te,"Fresno, California",Bullard,78,240,4.6,4,5.8,10,USC,Anthony McCoy,2006
ol,"San Pedro, California",San Pedro,78,269,5.2,4,5.8,10,USC,Zack Heberer,2006
de,"Buchanan, Georgia",Haralson County,78,254,4.9,4,5.9,10,Georgia,Brandon Wood,2006
rb,"Cary, North Carolina","",78,170,4.6,3,5.6,10,Wake Forest,Josh Adams,2006
db,"Miami, Florida",Gulliver Prep,78,210,4.6,4,5.8,10,Florida State,Anthony Leon,2006
de,"Cincinnati, Ohio",Withrow,78,220,4.6,3,5.7,10,Notre Dame,Kallen Wade,2006
qb,"Hialeah, Florida",Miami Lakes,78,189,4.9,3,5.7,10,Duke,Thaddeus Lewis,2006
ol,"Corsicana, Texas",Corsicana,78,265,5.0,4,5.8,10,Oklahoma,Cory Brandon,2006
db,"St. Augustine, Florida",St. Augustine,65,176,4.4,4,5.9,10,Florida,Jacques Rickerson,2006
ath,"Clearwater, Florida",Central Catholic,78,208,4.4,4,5.9,10,Florida,Riley Cooper,2006
k,"West Covina, California",South Hills,78,190,4.7,2,5.4,10,UTEP,Kyle Peterson,2006
rb,"Houston, Texas",North Shore,78,251,4.7,3,5.6,10,Arizona,Earl Mitchell,2006
ol,"Autaugaville, Alabama",Autaugaville,78,266,5.4,3,5.5,10,Alabama,Brian Motley,2006
qb,"Mentor, Ohio",Lake Catholic,78,193,4.8,3,5.7,11,Iowa,Rick Stanzi,2006
rb,"Asheville, North Carolina",Asheville,65,195,4.5,3,5.6,11,North Carolina,Johnny White,2006
rb,"Tampa, Florida",Chamberlain,78,215,4.5,4,5.9,11,Miami (FL),Kylan Robinson,2006
db,"Warner Robins, Georgia",Houston County,78,193,4.6,4,5.8,11,Georgia,Quintin Banks,2006
ath,"Leesburg, Georgia",Lee County,78,200,4.6,4,5.9,11,Florida State,D'Vontrey Richardson,2006
rb,"Lakewood, California",Lakewood,65,225,4.8,3,5.6,11,Western Illinois,Justin Robertson,2006
lb,"Coldwater, Ohio","",78,229,4.6,4,5.8,11,Ohio State,Ross Homan,2006
dt,"Clinton, Maryland",Gwynn Park,78,346,5.1,4,5.9,11,Penn State,Phillip Taylor,2006
wr,"Norfolk, Virginia",Granby,78,205,4.6,4,5.9,11,Penn State,Chris Bell,2006
db,"Tallahassee, Florida",North Florida Christian,65,177,4.4,4,5.9,11,Florida State,Ochuko Jenije,2006
lb,"Lake Oswego, Oregon",Lake Oswego,78,220,4.6,4,5.8,11,Oregon State,Gabe Miller,2006
de,"Sanford, Florida",Seminole,78,245,4.9,4,5.9,11,Florida State,Doug Thacker,2006
ol,"Irving, Texas",Macarthur,78,275,5.1,3,5.5,11,TCU,Josh Vernon,2006
qb,"Southlake, Texas",Carroll,78,212,4.9,3,5.7,11,Alabama,Greg McElroy,2006
de,"Englewood, New Jersey",Dwight Morrow,78,228,4.7,3,5.7,11,Virginia Tech,Mike Gee,2006
ol,"Irondale, Alabama",Shades Valley,78,268,4.9,4,5.8,11,Alabama,Taylor Pharr,2006
te,"North Arlington, New Jersey",Queen of Peace,78,231,4.8,4,5.8,11,Virginia,Joe Torchia,2006
ol,"Klein, Texas","",78,340,5.4,4,5.8,11,Notre Dame,Chris Stewart,2006
k,"Dawsonville, Georgia",Dawson,78,210,4.7,2,5.4,11,Tennessee,Chad Cunningham,2006
db,"Zephyrhills, Florida",Zephryrhills,78,186,4.6,4,5.8,12,Florida,Bryan Thomas,2006
qb,"Oklahoma City, Oklahoma",Putnam City North,78,200,4.6,3,5.7,12,Oklahoma,Sam Bradford,2006
ol,"New Iberia, Louisiana",New Iberia,78,335,5.0,4,5.8,12,LSU,Zhamal Thomas,2006
de,"Somerset, Kentucky",Pulaski Southwestern,78,241,4.8,3,5.7,12,Kentucky,Josh Minton,2006
te,"Richmond, Virginia",Huguenot,78,227,4.6,4,5.8,12,Miami (FL),Dedrick Epps,2006
ol,"Plano, Texas",West,78,284,5.1,3,5.5,12,Colorado,Wes Simon,2006
lb,"Suitland, Maryland",Suitland,78,218,4.7,4,5.8,12,Penn State,Navorro Bowman,2006
dt,"Lake Worth, Florida",John I. Leonard,78,318,5.0,4,5.9,12,South Carolina,Kenrick Ellis,2006
ol,"Bealeton, Virginia",Liberty,78,300,5.4,4,5.8,12,Alabama,Alex Stadler,2006
qb,"Deerfield, Illinois","",78,193,4.7,3,5.6,12,Stanford,Alex Loukas,2006
db,"Destrehan, Louisiana",Destrehan,65,169,4.6,4,5.8,12,LSU,Jai Eugene,2006
k,"Salem, Ohio","",78,205,4.6,2,5.4,12,Michigan,Bryan Wright,2006
de,"Phoenix, Arizona",Maryvale,78,255,4.6,4,5.9,12,Arizona State,Jermaine Williams,2006
rb,"Lufkin, Texas","",65,180,4.4,3,5.6,12,Texas A&M,E.J. Shankle,2006
rb,"Ooltewah, Tennessee",Ooltewah,78,238,4.6,3,5.5,12,South Carolina,Clark Gaston,2006
lb,"Atlanta, Georgia",Douglass,78,210,4.6,4,5.8,12,Georgia,Akeem Dent,2006
wr,"Delray Beach, Florida",Atlantic Community,78,175,4.5,4,5.9,12,Florida State,Preston Parker,2006
rb,"Mesquite, Texas",Horn,78,192,4.5,4,5.9,12,Florida,Mon Williams,2006
ath,"Olive Branch, Mississippi",Olive Branch,78,200,4.5,4,5.9,12,Mississippi State,Anthony Summers,2006
dt,"Leighton, Alabama",Colbert County,78,288,5.1,4,5.8,13,Auburn,Jermarcus Ricks,2006
de,"Enterprise, Alabama",Enterprise,78,235,4.7,4,5.8,13,Auburn,Raven Gray,2006
ol,"Los Angeles, California",Dorsey,78,320,5.6,4,5.8,13,Arizona,Jovon Hayes,2006
wr,"Fort Valley, Georgia",Peach County,78,170,4.5,4,5.9,13,Auburn,Chris Slaughter,2006
rb,"Los Angeles, California",Crenshaw,65,220,4.6,3,5.5,13,California,R.J. Garrett,2006
db,"Houston, Texas",Spring Woods,78,195,4.4,4,5.8,13,Texas Tech,Daniel Johnson,2006
rb,"Immokalee, Florida","",78,201,4.7,4,5.9,13,Miami (FL),Javarris James,2006
ol,"Fort Lauderdale, Florida",St. Thomas Aquinas,78,270,4.9,4,5.8,13,Florida,Marcus Gilbert,2006
qb,"Abilene, Texas","",78,210,4.8,3,5.7,13,Texas Tech,Taylor Potts,2006
rb,"Euless, Texas",Trinity School,65,191,4.5,3,5.6,13,Arizona State,Dimitri Nance,2006
k,"Chicago, Illinois",St. Rita,78,180,4.9,2,5.4,13,Iowa,Ryan Donahue,2006
qb,"Arlington Heights, Illinois",St. Viator,78,177,4.6,3,5.5,13,Vanderbilt,Jared Funk,2006
ol,"Tallahassee, Florida",Godby,78,287,5.8,3,5.5,13,South Florida,Kevin McCaskill,2006
lb,"Tampa, Florida",Middleton,78,182,4.6,4,5.8,13,Florida,A.J. Jones,2006
db,"Clayton, Ohio",Northmont,65,180,4.4,4,5.8,13,Ohio State,Kurt Coleman,2006
ath,"Jacksonville, Florida",Sandalwood,78,195,4.5,4,5.9,13,Florida,Jamar Hornsby,2006
de,"Vero Beach, Florida",Sebastian River,78,213,4.5,3,5.7,13,Kentucky,Jamil Paris,2006
lb,"Traverse City, Michigan",West,78,217,4.6,4,5.8,13,Michigan State,Eric Gordon,2006
te,"Uniondale, New York",Uniondale,78,222,4.5,4,5.8,13,Penn State,Andrew Quarless,2006
rb,"Orchard Lake, Michigan",St. Mary's,65,157,4.4,3,5.6,14,Iowa,Anthony Bowman,2006
de,"Syracuse, New York",Christian Brothers,78,225,4.8,3,5.7,14,Pittsburgh,McKenzie Mathews,2006
wr,"Long Beach, California",Poly,65,165,4.6,4,5.9,14,UCLA,Terrence Austin,2006
lb,"La Puente, California",Bishop Amat,78,210,4.6,4,5.8,14,Mississippi,Jonathan Cornell,2006
ath,"Daytona Beach, Florida",Mainland,65,165,4.5,4,5.8,14,Georgia,Tony Wilson,2006
ol,"Olympia, Washington",Capital,78,299,5.0,3,5.5,14,Oregon State,Alex Linnenkohl,2006
ol,"Dallas, Texas",Carter,78,340,5.2,4,5.8,14,Oklahoma,Curtis Bailey,2006
rb,"Rancho Cordova, California",Cordova,65,181,4.5,4,5.9,14,California,James Montgomery,2006
te,"Birmingham, Michigan",Brother Rice,78,233,4.9,4,5.8,14,Michigan State,Charlie Gantt,2006
dt,"Spokane, Washington",Joel E. Ferris,78,275,5.0,4,5.8,14,Washington,Cameron Elisara,2006
ol,"Ocean, New Jersey",Ocean Township,78,286,5.0,4,5.8,14,Penn State,Lou Eliades,2006
de,"Meadville, Mississippi",Franklin County,78,250,4.7,4,5.8,14,Mississippi,Marcus Tillman,2006
lb,"Texarkana, Texas",Texas,78,220,4.6,3,5.7,14,Texas,Dustin Earnest,2006
db,"Asheville, North Carolina",Asheville,78,180,4.4,4,5.8,14,Clemson,Crezdon Butler,2006
qb,"Colleyville, Texas",Heritage School,78,202,4.8,3,5.7,14,Florida State,Christian Ponder,2006
qb,"Shoreview, Minnesota",Mounds View,78,200,4.8,3,5.5,14,Minnesota,Adam Weber,2006
db,"Waldorf, Maryland",Westlake,78,185,4.4,4,5.8,14,Maryland,Pha' Terrell Washington,2006
