position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
ath,"St. Petersburg, Florida",Catholic,78,170,4.4,5,,2,Florida State,Chris Davis,2002
lb,"Avon Lake, Ohio","",78,230,4.6,5,,2,Ohio State,Mike D'Andrea,2002
wr,"Punta Gorda, Florida",Charlotte,78,170,4.3,5,,2,Florida State,DiShon Platt,2002
de,"Jenks, Oklahoma","",78,225,4.5,5,,2,Texas,Bryan Pickryl,2002
lb,"Aurora, Colorado",Gateway High School,78,215,4.4,5,,2,Oklahoma,Zach Latimer,2002
rb,"Lake Charles, Louisiana",Barbe,78,205,4.4,4,,,LSU,Justin Vincent,2002
ol,"Dallas, Texas",Highland Park,78,271,5.0,4,,3,USC,Kyle Williams,2002
ath,"Forney, Texas","",78,165,4.3,4,,3,Oklahoma,DaBryan Blanton,2002
lb,"Longview, Texas","",78,235,4.5,4,,3,Mississippi State,Marvin Byrdsong,2002
db,"Garland, Texas",North Garland,65,190,4.3,5,,3,Texas,Edorian McCullough,2002
lb,"Winston-Salem, North Carolina",Mount Tabor,78,232,4.4,4,,3,Florida State,A.J. Nicholson,2002
wr,"Champaign, Illinois",Centennial,78,190,4.5,5,,3,Texas,Marquis Johnson,2002
de,"Kahuku, Hawaii","",78,265,4.8,5,,3,Tennessee,Jonathan Mapu,2002
ol,"Concord, California",De La Salle,78,280,4.9,4,,3,Notre Dame,Derek Landri,2002
rb,"Brandon, Mississippi","",78,200,4.4,5,,3,Mississippi State,Jerious Norwood,2002
db,"Long Beach, California",Poly,78,205,4.5,4,,3,USC,Darnell Bing,2002
qb,"Indianapolis, Indiana",Ben Davis,78,195,4.5,5,,3,Tennessee,James Banks,2002
de,"Norcross, Georgia","",78,235,4.7,4,,,Georgia,Marcus Jackson,2002
dt,"Southfield, Michigan","",78,320,5.0,5,,3,Michigan,Gabriel Watson,2002
te,"Fayetteville, North Carolina",Jack Britt,78,240,4.8,4,,3,Tennessee,Aaron Kirkland,2002
qb,"Massillon, Ohio",Washington,78,205,4.7,4,,3,Ohio State,Justin Zwick,2002
rb,"Newark, Delaware","",78,225,4.5,4,,3,Penn State,Brandon Snow,2002
ol,"Kettering, Ohio",Alter,78,270,5.2,4,,3,Ohio State,Nick Mangold,2002
k,"Columbus, Georgia",Brookstone School,78,185,4.5,4,,3,Georgia Tech,David Jordan,2002
wr,"Selma, Alabama","",78,182,4.4,5,,4,Auburn,Ben Obomanu,2002
qb,"Tallahassee, Florida",Lincoln,78,190,4.4,4,,4,Florida,Gavin Dickey,2002
ol,"Carrollton, Texas",Turner,78,275,5.2,3,,4,Oklahoma,Abner Estrada,2002
ol,"Allen, Texas",Allen,78,260,4.9,4,,4,Texas,Neale Tweedie,2002
rb,"Galena Park, Texas",Galena Park,65,225,4.5,4,,4,Texas,Albert Hardy,2002
lb,"Mesquite, Texas",North Mesquite,78,230,4.6,4,,4,Texas,Aaron Harris,2002
k,"Massillon, Ohio",Washington,65,180,4.8,4,,4,Pittsburgh,David Abdul,2002
lb,"Miami, Florida",Edison,78,212,4.5,4,,4,Miami (FL),Nate Harris,2002
db,"Gardena, California",Serra,78,195,4.5,4,,4,UCLA,Eric McNeal,2002
db,"San Leandro, California",San Leandro,78,190,4.5,4,,4,UCLA,Jarrad Page,2002
ol,"Long Beach, California",Poly,78,297,4.9,4,,4,USC,Winston Justice,2002
rb,"Long Beach, California",Poly,65,190,4.4,4,,,USC,Hershel Dennis,2002
ath,"Osceola, Arkansas","",78,185,4.4,4,,4,Arkansas,Chris Baker,2002
dt,"Tyrone, Georgia",Sandy Creek,78,285,4.9,4,,4,Georgia,Kedric Golston,2002
de,"Jacksonville, Florida",Ed White,78,255,4.7,4,,4,Florida State,Lonnie Davis,2002
rb,"Cincinnati, Ohio",Reading,78,215,4.4,4,,4,Florida,DeShawn Wynn,2002
te,"Perry, Oklahoma",Perry,78,210,4.5,4,,4,Miami (FL),Curtis Justus,2002
qb,"Ashland, Virginia",Patrick Henry,78,220,4.7,4,,4,Virginia,Anthony Martinez,2002
lb,"Daytona Beach, Florida",Mainland,65,228,4.5,4,,5,Florida State,Buster Davis,2002
rb,"Houston, Texas",Jersey Village,78,195,4.4,4,,5,Texas,Selvin Young,2002
ol,"Spring, Texas",Westfield,78,275,5.0,4,,5,Arkansas,Tony Ugoh,2002
lb,"Lindale, Texas","",78,225,4.6,4,,5,Texas,Michael Williams,2002
wr,"La Palma, California",John F Kennedy,78,180,4.5,4,,5,Notre Dame,Rhema McKnight,2002
de,"Teaneck, New Jersey","",78,245,4.8,4,,5,Penn State,Tamba Hali,2002
db,"Fresno, California",Edison,78,175,4.4,4,,5,Oklahoma,Aaron Miller,2002
rb,"Jackson, Missouri",Jackson,78,190,4.5,4,,,Missouri,Mario Whitney,2002
qb,"Concord, California",De La Salle,78,208,4.8,4,,5,Michigan,Matt Gutierrez,2002
de,"Canton, Mississippi",Madison Central,78,235,4.7,4,,,Tennessee,Parys Haralson,2002
qb,"Denham Springs, Louisiana",Amite,78,195,4.6,4,,5,LSU,Lester Ricard Jr.,2002
ol,"Fort Thomas, Kentucky",Highlands,78,290,4.7,4,,5,Tennessee,Rob Smith,2002
dt,"Piqua, Ohio","",78,285,4.9,4,,5,Ohio State,Quinn Pitcock,2002
ath,"Muscle Shoals, Alabama","",78,200,4.3,4,,5,Tennessee,Jason Allen,2002
db,"Jenks, Oklahoma",Jenks,78,178,4.4,4,,5,Oklahoma,Jason Carter,2002
rb,"Fresno, California",Clovis West,78,235,4.5,4,,5,USC,Brandon Hancock,2002
k,"Clearwater, Florida",Countryside,78,185,,4,,5,Miami (FL),Jon Peattie,2002
te,"Sacramento, California",Christian Brothers,78,245,4.7,4,,5,Stanford,Matt Traverso,2002
ol,"Bedford, Virginia",Liberty,78,290,5.1,3,,5,Virginia,Damian Spradlin,2002
ol,"Sugarland, Texas",Willowridge,78,315,5.2,3,,6,Texas Tech,Manuel Ramirez,2002
db,"Plano, Texas",West,78,187,4.4,4,,6,Arkansas,Vickiel Vaughn,2002
qb,"Farmington Hills, Michigan",Harrison,78,215,4.8,4,,6,Michigan State,Drew Stanton,2002
dt,"Long Beach, California",Poly,78,315,4.8,4,,6,USC,Manuel Wright,2002
de,"Honolulu, Hawaii",Iolani,78,260,4.7,4,,6,Washington,Donny Mateaki,2002
ath,"Shreveport, Louisiana",Evangel Christian,65,180,4.3,4,,6,Tennessee,Jonathan Wade,2002
db,"Durham, North Carolina",Northern Durham,78,177,4.3,4,,6,North Carolina State,A.J. Davis,2002
rb,"Omaha, Nebraska",Central High School,78,195,4.4,4,,6,Nebraska,David Horne,2002
wr,"Fort Myers, Florida","",78,175,4.4,4,,6,North Carolina State,Richard Washington,2002
wr,"Fort Myers, Florida","",78,175,4.4,4,,6,North Carolina State,Richard Washington,2002
k,"Malta, Montana","",78,165,,3,,6,Oklahoma,Josh Roberts,2002
ol,"Hallandale, Florida","",78,290,4.9,4,,6,Oklahoma,Davin Joseph,2002
qb,"Seattle, Washington",Garfield,78,190,4.4,4,,6,Washington,Isaiah Stanback,2002
lb,"Long Branch, New Jersey","",78,230,4.5,4,,6,Rutgers,Berkeley Hutchinson,2002
de,"Gloucester, Massachusetts","",78,225,4.7,4,,,Boston College,Jim Unis,2002
te,"Clarksburg, West Virginia",Robert C. Byrd,78,260,4.8,4,,6,Ohio State,R.J. Coleman,2002
lb,"San Diego, California",Mission Bay,78,230,4.6,4,,6,Washington,Scott White,2002
rb,"Joliet, Illinois",Joliet Catholic,78,220,4.5,4,,6,Penn State,J.R. Zwierzynski,2002
rb,"Warwick, Rhode Island",Bishop Hendricksen,78,185,4.4,4,,,Boston College,William Blackmon,2002
lb,"Arlington, Texas",Lamar,78,221,4.5,4,,7,Texas,Garnet Smith,2002
te,"Wolfforth, Texas",Frenship,78,210,4.6,4,,7,Texas,David Thomas,2002
db,"Carrollton, Texas",Turner,78,170,4.4,4,,7,Oklahoma,Micheal Hawkins,2002
k,"Ankeny, Iowa","",65,174,4.6,3,,7,Iowa,Kyle Schlicher,2002
ath,"Loachapoka, Alabama","",78,180,4.3,4,,7,Auburn,Montae Pitts,2002
lb,"Batesville, Mississippi",South Panola,78,257,4.5,4,,7,Mississippi,Chris Herring,2002
ol,"Highstown, New Jersey",The Peddie School,78,285,4.8,4,,7,Tennessee,Heath Benedict,2002
dt,"Shreveport, Louisiana",Evangel Christian,78,265,4.9,4,,7,Texas,Chase Pittman,2002
wr,"New Orleans, Louisiana",St. Augustine,78,180,4.4,4,,7,Miami (FL),Akieem Jolla,2002
rb,"Atlanta, Georgia",Washington,65,191,4.4,4,,7,Mississippi State,Nick Turner,2002
de,"Weir, Mississippi","",78,267,4.8,4,,7,Mississippi State,Markell McKinley,2002
de,"Elkhorn, Nebraska","",78,235,4.5,4,,,Nebraska,Jay Moore,2002
db,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,180,4.5,4,,7,Ohio State,Nate Salley,2002
ol,"Athens, Georgia",Clarke Central,78,305,4.8,3,,7,Georgia,Randall Swoopes,2002
qb,"Miramonte, California","",78,185,4.8,4,,7,Miami (FL),Marc Guillon,2002
ol,"Metairie, Louisiana",Rummel,78,315,5.1,4,,7,LSU,Garett Wibel,2002
rb,"Baltimore, Maryland",Catonsville Senior,78,235,4.6,4,,7,Penn State,Chris Wilson,2002
qb,"Duncan, South Carolina",Byrnes,65,188,4.6,4,,7,UAB,Anthony Johnson,2002
rb,"Harper Woods, Michigan",Gallagher,78,185,4.5,4,,,Michigan,Darnell Hood,2002
dt,"Ruston, Louisiana",Ruston,78,290,4.8,4,,8,LSU,Kyle Williams,2002
ol,"Fort Myers, Florida",Estero,78,300,5.0,4,,8,Florida,Randy Hand,2002
de,"Lancaster, Texas","",78,275,4.6,4,,8,Texas,Larry Dibbles,2002
ath,"Pittsburgh, Pennsylvania",Woodland Hills,78,170,4.4,4,,8,Michigan,Steve Breaston,2002
te,"Goose Creek, South Carolina",Stratford,78,255,4.8,4,,8,South Carolina,Moe Thompson,2002
qb,"Piedmont, California",Piedmont,78,190,4.8,4,,8,UCLA,Drew Olson,2002
lb,"Sacramento, California",Grant,78,220,4.6,4,,8,UCLA,Xavier Burgess,2002
lb,"Roanoke, Virginia",Northside,78,218,4.6,4,,8,UCLA,Justin London,2002
rb,"Sylvania, Georgia",Screven County,78,215,4.5,4,,8,Georgia,Michael Cooper,2002
qb,"West Allegheny, Pennsylvania","",78,205,4.6,4,,8,Pittsburgh,Tyler Palko,2002
rb,"Memphis, Tennessee",Ridgeway,78,240,4.5,4,,8,Tennessee,Ruben Mayes,2002
ol,"Cincinnati, Ohio",St. Xavier,78,280,5.1,4,,8,North Carolina,Kyle Ralph,2002
rb,"Higgins, Louisiana","",65,192,4.4,4,,,LSU,Skyler Green,2002
de,"Miami, Florida",American Senior,78,235,4.7,4,,,Miami (FL),John Wood,2002
wr,"West Bloomfield, Michigan","",78,195,4.4,4,,8,Michigan State,Kyle Brown,2002
db,"Sarasota, Florida",Booker,78,205,4.6,4,,8,Louisville,Abraham Brown,2002
ol,"Biloxi, Mississippi",Harrison Central,78,285,5.1,3,,8,Southern Miss,Robby D'Angelo,2002
k,"Temescal Canyon, California","",65,175,4.5,3,,8,USC,Tom Malone,2002
lb,"Dallas, Texas",Kimball,78,210,4.4,4,,9,Texas A&M,Kelvin Flood,2002
rb,"San Antonio, Texas",Taft,65,200,4.5,4,,9,TCU,Robert Merrill,2002
rb,"San Bernardino, California",Aquinas,65,194,4.5,4,,,UCLA,Glenn Ohaeri,2002
wr,"Miami, Florida",Miami Springs,78,185,4.4,4,,9,Auburn,Devin Aromashodu,2002
ol,"Pittsburgh, Pennsylvania",North Hills,78,280,5.0,4,,9,Penn State,Mark Farris,2002
te,"Verona, New Jersey","",78,230,4.8,4,,9,Notre Dame,Anthony Fasano,2002
de,"Stone Mountain, Georgia",Stephenson,78,240,4.8,4,,,Clemson,Brandon Cannon,2002
qb,"Trussville, Alabama",Hewitt Trussville,78,190,4.7,4,,9,Auburn,Brandon Cox,2002
qb,"Stony Point, North Carolina",Newton Conover,78,210,4.6,4,,9,Nebraska,Curt Dukes,2002
db,"Stone Mountain, Georgia",Stephenson,65,180,4.4,4,,9,Georgia,Demario Minter,2002
ol,"North Miami Beach, Florida","",78,340,5.2,4,,9,Georgia,Max Jean-Gilles,2002
ol,"Chalfont, Pennsylvania",Central Bucks West,78,277,5.2,3,,9,Syracuse,Justin Outten,2002
lb,"Marrero, Louisiana",Archbishop Shaw,78,220,4.6,4,,9,LSU,Cameron Vaughn,2002
ath,"Mexico, Missouri",Mexico,78,225,4.6,4,,9,Missouri,Dedrick Harrington,2002
de,"Los Angeles, California",Loyola,78,253,4.8,4,,9,UCLA,Kevin Harbour,2002
db,"Oakland, California",McClymonds,65,207,4.5,4,,9,San Jose State,I'Lario Vital,2002
rb,"New Orleans, Louisiana",Edna Karr,78,215,4.5,4,,9,Georgia Tech,Ajenavi Eziemfe,2002
dt,"Richmond, Virginia",Varina,78,290,4.9,4,,9,Virginia Tech,Jonathan Lewis,2002
ath,"Leander, Texas","",78,195,4.5,4,,10,Oklahoma,Paul Thompson,2002
lb,"Bay City, Texas","",78,215,4.8,4,,10,Texas A&M,Archie McDaniel,2002
de,"The Woodlands, Texas","",78,265,4.9,4,,10,Notre Dame,Travis Leitko,2002
dt,"Mesquite, Texas","",78,300,4.7,4,,10,Texas,Marco Martin,2002
ol,"Ellenwood, Georgia",Cedar Grove,78,315,5.0,4,,10,Auburn,Marcus McNeill,2002
ol,"Cartersville, Georgia","",78,280,5.0,4,,10,Georgia,Josh Brock,2002
rb,"Alexandria, Virginia",Mt. Vernon,78,197,4.3,4,,10,Florida State,Thomas Clayton,2002
wr,"Bakersfield, California","",78,185,4.4,4,,10,Colorado,Blake Mackey,2002
te,"Americus, Georgia","",78,240,4.6,4,,10,Georgia,Leonard Pope,2002
de,"Newhall, California",Hart,78,240,4.8,4,,,Notre Dame,Chris Frome,2002
ol,"Seattle, Washington",Franklin,78,270,4.9,3,,10,Portland State,Cleodis Floyd,2002
lb,"Charlotte, North Carolina",Myers Park,78,210,4.5,4,,10,Tennessee,Omar Gaither,2002
qb,"Athens, Georgia",Athens Academy,78,205,4.7,4,,10,Georgia,Joe Tereshinski,2002
db,"Miami, Florida",Edison,65,165,4.3,4,,10,Miami (FL),Terrell Walden,2002
db,"Sacramento, California",Hiram Johnson,65,195,4.5,4,,10,Fresno State,Vincent Mays,2002
k,"Fayette County, Georgia","",78,180,4.9,3,,10,North Carolina State,John Derraney,2002
rb,"Claremont, California","",78,222,4.5,4,,10,Colorado State,Tristan Walker,2002
qb,"Greenwood, South Carolina","",78,185,4.5,4,,10,Middle Tennessee State,Sam Williams,2002
rb,"Tacoma, Washington",Clover Park,65,178,4.4,4,,,Washington,Shelton Sampson,2002
rb,"Houston, Texas",Forest Brook,78,218,4.8,3,,11,Colorado,Lawrence Vickers,2002
ath,"Crockett, Texas","",78,220,4.4,4,,11,Texas A&M,L'Tydrick Riley,2002
db,"Clifton, Virginia",Centreville,78,180,4.5,4,,11,Virginia,Marcus Hamilton,2002
de,"Marlboro, Maryland",Douglass,78,225,4.6,4,,,Maryland,Shawne Merriman,2002
db,"Lilburn, Georgia",Parkview,78,205,4.5,4,,11,Clemson,Jeff Francoeur,2002
qb,"Newhall, California",Hart,78,175,4.8,4,,11,UCLA,Matt Moore,2002
rb,"Wynne, Arkansas","",65,185,4.4,4,,,Memphis,De'Angelo Williams,2002
k,"Monroe, Louisiana",Ouachita Christian,78,175,4.8,3,,11,Mississippi State,Keith Andrews,2002
wr,"Windsor, North Carolina",Bertie,78,175,4.4,4,,11,Oklahoma,Jejuan Rankins,2002
lb,"West Monroe, Louisiana","",78,220,4.5,4,,11,Arkansas,Lucas Jackson,2002
ol,"Littleton, Colorado",Highlands Ranch,78,260,4.8,4,,11,Texas,Kasey Studdard,2002
qb,"East Point, Georgia",Tri Cities,78,200,4.5,4,,11,South Carolina,Aryhel Freeman,2002
ol,"Miami, Florida",Miami Norland,78,280,4.9,4,,11,LSU,Terrell McGill,2002
de,"Sarasota, Florida",Booker,78,245,4.7,4,,11,Miami (FL),Baraka Atkins,2002
lb,"Lima, Ohio",Senior,78,225,4.6,4,,11,Wake Forest,Bryan Andrews,2002
dt,"Wilmington, California",Banning,78,290,4.8,4,,11,USC,Fred Matua,2002
te,"Plymouth, Pennsylvania",Wyoming Valley W.,78,245,4.7,4,,11,Notre Dame,Brian Mattes,2002
rb,"Tempe, Arizona",McClintock,78,200,4.5,4,,11,Arizona State,Randy Hill,2002
ol,"Prattville, Alabama",Prattville,78,250,4.9,3,,11,Auburn,Will Ward,2002
ath,"Fort Meade, Florida","",78,175,4.4,4,,12,Florida,Jemalle Cornelius,2002
ol,"Andrews, Texas","",78,275,5.1,4,,12,Oklahoma,Jeff Lebby,2002
db,"Duncanville, Texas","",65,173,4.4,4,,12,Oklahoma State,Vernon Grant,2002
ol,"La Marque, Texas","",78,310,4.9,4,,12,Tennessee,Cody Douglas,2002
rb,"Marianna, Florida","",65,208,4.5,4,,12,Georgia,Reshard Dudley,2002
qb,"Lebanon, Pennsylvania",Cedar Crest,78,190,4.7,4,,12,Purdue,Brandon Kirsch,2002
lb,"Riviera Beach, Florida",Suncoast,78,220,4.6,4,,12,Florida Atlantic,Reggie Dent,2002
rb,"Garfield Heights, Ohio","",78,220,4.5,3,,12,South Carolina,Regis Edgerson,2002
qb,"Cleveland, Ohio",Glenville Academic Campus,78,200,4.5,4,,12,Ohio State,Troy Smith,2002
wr,"Radnor, Pennsylvania",Carroll,78,208,4.3,4,,12,Notre Dame,Maurice Stovall,2002
de,"Inglewood, California",Morningside,78,225,4.7,4,,,Arizona,Marlon Brisco,2002
te,"Lindale, Georgia",Pepperell,78,250,4.6,4,,12,Auburn,Justin Bruce,2002
de,"Upper Arlington, Ohio","",78,245,4.9,4,,12,Ohio State,Tim Schafer,2002
db,"Johnstown, Pennsylvania",Westmont-Hilltop,78,190,4.4,4,,12,Penn State,Jim Kanuch,2002
ol,"Hot Springs, Arkansas","",78,265,5.3,3,,12,Arkansas,Tyler Morgan,2002
k,"Freemont, California","",78,180,,3,,12,UCLA,Justin Medlock,2002
lb,"Greenwood, Indiana",Center Grove,78,235,4.8,4,,12,Michigan,Jeremy Van Alstyne,2002
rb,"Bedford, Ohio",Chanel,65,175,4.4,3,,,Virginia,Tony Franklin,2002
qb,"Bryan, Texas","",78,183,4.4,4,,13,Arkansas,Cedric Washington,2002
qb,"Tallahassee, Florida",Leon,78,185,4.8,4,,13,Florida State,Wyatt Sexton,2002
k,"Roanoke, Virginia",Cave Spring,78,170,4.6,3,,13,Virginia,Tom Hagan,2002
ol,"Joliet, Illinois",Joliet Catholic,78,275,5.1,4,,13,Michigan,Mike Kolodziej,2002
de,"Garland, Texas","",78,265,4.9,4,,13,Georgia,Dale Dixson,2002
ath,"Bradenton, Florida",Bayshore,78,175,4.4,4,,13,Nebraska,Fabian Washington,2002
wr,"Chicago, Illinois",Carver,78,200,4.4,4,,13,Michigan,Jason Avant,2002
rb,"Oak Creek, Wisconsin",Oak Creek,65,190,4.3,4,,13,Colorado,Brian Calhoun,2002
ol,"New Albany, Mississippi",Daniel,78,300,5.1,4,,13,Mississippi,Jay Kirkland,2002
db,"River Ridge, Louisiana",John Curtis,78,205,4.5,4,,13,LSU,Jason Spadoni,2002
rb,"Las Vegas, Nevada",Cimarron,65,175,4.4,3,,,Oregon State,Kellen Marshall,2002
de,"Farmingdale, New York","",78,225,4.6,4,,,Maryland,Randy Earle,2002
te,"St. Peters, Missouri",Fort Zumwalt South,78,250,4.7,4,,13,Missouri,Zach Zwilling,2002
lb,"Lancaster, Ohio","",78,235,4.6,4,,13,Ohio State,Bobby Carpenter,2002
ol,"Marion, Ohio",Harding,78,270,5.1,2,,13,Michigan State,Brian Bury,2002
lb,"Honolulu, Hawaii",Kamehameha,78,225,4.6,4,,13,Washington,Brandon Ala,2002
db,"Huntington Beach, California",Edison,78,180,4.5,4,,13,Stanford,Marcus McCutcheon,2002
db,"Woodbine, Georgia",Camden County,78,210,4.6,4,,14,Florida,Brian Crum,2002
qb,"Deer Park, Texas","",78,190,4.6,4,,14,Iowa State,Austin Flynn,2002
dt,"Opelika, Alabama",Opelika,78,280,4.9,4,,14,Auburn,Tommy Jackson,2002
qb,"Pearland, Texas","",78,209,4.7,4,,14,Oklahoma,Noah Allen,2002
ol,"Pittsburgh, Pennsylvania",Woodland Hills,78,290,5.2,4,,14,Penn State,Brian Borgoyn,2002
ol,"Memphis, Tennessee",Central,78,280,,2,,14,Mississippi State,James Cochran,2002
lb,"Grandview, Missouri","",78,235,4.6,4,,14,Oklahoma,Wayne Chambers,2002
lb,"Granite Bay, California","",78,215,4.6,4,,14,USC,Dallas Sartz,2002
rb,"Shaker Heights, Ohio","",65,195,4.3,3,,,Minnesota,Greg Pruitt Jr.,2002
de,"Miami, Florida",Miami Norland,78,265,4.9,4,,14,Miami (FL),Kareem Brown,2002
wr,"Miami, Florida",Central,65,172,4.4,4,,14,Miami (FL),Darnell Jenkins,2002
db,"Tallahassee, Florida",Lincoln,78,185,4.5,4,,14,Miami (FL),Greg Threat,2002
ath,"Patterson, Louisiana","",78,170,4.4,4,,14,LSU,Blair Irvin,2002
ol,"Scottsdale, Arizona",Horizon,78,270,4.8,4,,14,Washington,Clayton Walker,2002
rb,"Willingboro, New Jersey",Holy Cross,78,195,4.4,4,,14,Virginia,Wali Lundy,2002
de,"Vancouver, British Columbia",Sequam Senior,78,225,4.7,3,,,Washington State,Adam Braidwood,2002
te,"Westerville, Ohio",North,78,250,4.8,4,,14,Georgia Tech,George Cooper,2002
rb,"Chesterfield, Virginia",L.C. Bird,78,215,4.5,3,,14,Virginia,Jason Snelling,2002
lb,"Sandy Springs, Georgia",North Springs,78,220,4.6,4,,15,Florida,Randolph Crowder,2002
db,"Houston, Texas",Westbury,78,193,4.5,4,,15,Oklahoma,Brodney Pool,2002
ol,"Oelwein, Iowa","",78,295,5.1,4,,15,Iowa,Chris Felder,2002
wr,"Omaha, Nebraska",Central High School,78,185,4.4,4,,15,Nebraska,Mark LeFlore,2002
dt,"Jacksonville, Florida",Ed White,78,265,4.6,4,,15,Florida State,Chris Turner,2002
de,"Clinton, Louisiana",Silliman,78,260,4.8,4,,15,Mississippi,Andrew Wicker,2002
rb,"Keizer, Oregon",Mc Nary,78,225,4.5,3,,15,UCLA,J.D. Groves,2002
lb,"Crawfordville, Florida",Wakulla,78,220,4.5,4,,15,Florida State,Sam McGrew,2002
rb,"Erie, Pennsylvania",Cathedral,65,180,4.4,3,,,Pittsburgh,Jawan Walker,2002
ath,"Warner Robins, Georgia",Northside,78,170,4.6,4,,15,Clemson,Chansi Stuckey,2002
qb,"Macon, Georgia",Jones County,78,220,4.7,3,,15,Mississippi State,Justin Tyler,2002
db,"Fayetteville, North Carolina",Byrd,78,185,4.4,4,,15,Penn State,Calvin Lowry,2002
rb,"La Quinta, California","",78,180,4.4,4,,15,San Diego State,Frederick Collins,2002
de,"Riverside, Illinois",Brookfield,78,220,4.6,3,,,Michigan State,Steven Kielp,2002
te,"Savannah, Georgia",Jenkins,78,260,4.8,4,,15,Duke,Ben Patrick,2002
ol,"Kailua, Hawaii",Kailua,78,285,4.9,4,,15,Hawaii,Samson Satele,2002
ol,"St. Paul, Minnesota",Concordia,78,265,5.0,2,,15,Princeton,Andy Aurich,2002
k,"Carrollton, Texas",Newman Smith,78,180,,3,,15,Missouri,Alex Pettersen,2002
db,"Apopka, Florida","",78,175,4.5,3,,16,Miami (FL),Brandon Merriweather,2002
qb,"Winter Park, Florida",Trinity Prep,78,185,4.6,3,,16,Clemson,Will Proctor,2002
k,"Norcross, Georgia","",78,155,,2,,16,Clemson,Cole Chason,2002
de,"Seattle, Washington",Rainier Beach,78,225,4.5,3,,,Washington State,DeMar Baisy,2002
wr,"Clovis, California",Buchanan,78,180,4.5,4,,16,UCLA,Antwuan Smith,2002
ath,"Rialto, California",Eisenhower,78,170,4.5,4,,16,UCLA,Idris Moss,2002
rb,"Hilliard, Ohio",Davidson,65,205,4.4,3,,,West Virginia,Erick Phillips,2002
ol,"Mason City, Iowa","",78,275,5.0,4,,16,Notre Dame,Scott Raridon,2002
te,"Minneapolis, Minnesota",Breck,78,230,4.5,4,,16,USC,Dominique Byrd,2002
qb,"Pasadena, California",Muir,78,193,4.6,3,,16,Arizona,Ryan O'Hara,2002
rb,"Albermarle, North Carolina","",78,219,4.4,4,,16,North Carolina State,Tristan McClendon,2002
lb,"Watkinsville, Georgia",Oconee County,78,215,4.5,4,,16,Georgia,Tony Taylor,2002
dt,"Jonesboro, Arkansas",Jonesboro Senior,78,265,4.8,4,,16,Tennessee,Greg Jones,2002
